size,puzzle_idx,extraction_accuracy,is_valid_solution,matches_clues,is_correct,exact_match_expected,cells_match_expected,total_cells,extract_time,solve_time
9,18,1.0,True,True,True,True,81,81,0.04268980026245117,0.16094708442687988
9,19,1.0,True,True,True,True,81,81,0.03652811050415039,0.07173395156860352
9,20,0.9876543209876543,False,False,False,False,0,81,0.03638720512390137,0.025835752487182617
9,21,1.0,True,True,True,True,81,81,0.04284787178039551,0.3114652633666992
9,22,1.0,True,True,True,True,81,81,0.04140973091125488,0.2005472183227539
9,23,0.9876543209876543,False,False,False,False,0,81,0.04038691520690918,0.018624067306518555
9,24,1.0,True,True,True,True,81,81,0.04851984977722168,0.401796817779541
9,25,1.0,True,True,True,True,81,81,0.04696774482727051,0.13726115226745605
9,26,1.0,True,True,True,True,81,81,0.035759925842285156,0.1954631805419922
9,27,1.0,True,True,True,True,81,81,0.07003378868103027,0.15989899635314941
9,28,1.0,True,True,True,True,81,81,0.03355908393859863,0.5655176639556885
9,29,1.0,True,True,True,True,81,81,0.03702569007873535,0.21748828887939453
9,30,0.9753086419753086,False,False,False,False,0,81,0.05451202392578125,0.030969858169555664
9,31,1.0,True,True,True,True,81,81,0.1450209617614746,0.2889559268951416
9,32,1.0,True,True,True,True,81,81,0.04221177101135254,0.22853803634643555
9,33,1.0,True,True,True,True,81,81,0.0643613338470459,0.1259758472442627
9,34,1.0,True,True,True,True,81,81,0.04070711135864258,0.2739830017089844
9,35,1.0,True,True,True,True,81,81,0.0487978458404541,0.29221177101135254
9,36,1.0,True,True,True,True,81,81,0.04683208465576172,0.08671092987060547
9,37,1.0,True,True,True,True,81,81,0.045408010482788086,0.2611088752746582
9,38,1.0,True,True,True,True,81,81,0.03302192687988281,0.27681827545166016
9,39,1.0,True,True,True,True,81,81,0.0469818115234375,0.28137683868408203
9,40,1.0,True,True,True,True,81,81,0.047116994857788086,0.33194589614868164
9,41,0.9876543209876543,True,True,True,False,55,81,0.0750420093536377,0.1807389259338379
9,42,1.0,True,True,True,True,81,81,0.033470869064331055,0.16608095169067383
9,43,0.9876543209876543,True,True,True,False,51,81,0.03460502624511719,0.2902510166168213
9,44,0.9876543209876543,True,True,True,False,47,81,0.03896522521972656,0.15744614601135254
9,45,1.0,True,True,True,True,81,81,0.03394818305969238,0.20667505264282227
9,46,1.0,True,True,True,True,81,81,0.04350709915161133,0.24719691276550293
9,47,1.0,True,True,True,True,81,81,0.04054665565490723,0.1813042163848877
9,48,0.9876543209876543,False,False,False,False,0,81,0.052376747131347656,0.01873612403869629
9,49,1.0,True,True,True,True,81,81,0.06315803527832031,0.13894987106323242
9,50,1.0,True,True,True,True,81,81,0.03525590896606445,0.13673615455627441
9,51,1.0,True,True,True,True,81,81,0.03628110885620117,0.24727511405944824
9,52,1.0,True,True,True,True,81,81,0.03552103042602539,0.11311483383178711
9,53,1.0,True,True,True,True,81,81,0.03171730041503906,0.2831399440765381
9,54,1.0,True,True,True,True,81,81,0.03182101249694824,0.10431170463562012
9,55,0.9876543209876543,False,False,False,False,0,81,0.05430793762207031,0.02055978775024414
9,56,1.0,True,True,True,True,81,81,0.05107712745666504,0.20925593376159668
9,57,1.0,True,True,True,True,81,81,0.06741690635681152,0.30121302604675293
9,58,1.0,True,True,True,True,81,81,0.036077022552490234,0.20885205268859863
9,59,1.0,True,True,True,True,81,81,0.04343104362487793,0.14216971397399902
9,60,1.0,True,True,True,True,81,81,0.04155087471008301,0.1352534294128418
9,61,0.9876543209876543,False,False,False,False,0,81,0.03271889686584473,0.01853203773498535
9,62,1.0,True,True,True,True,81,81,0.03481698036193848,0.1115579605102539
9,63,1.0,True,True,True,True,81,81,0.037976980209350586,0.32710790634155273
9,64,1.0,True,True,True,True,81,81,0.029730796813964844,0.25450611114501953
9,65,1.0,True,True,True,True,81,81,0.038186073303222656,0.26614809036254883
9,66,1.0,True,True,True,True,81,81,0.047532081604003906,0.32030487060546875
9,67,1.0,True,True,True,True,81,81,0.043634891510009766,0.21372127532958984
9,68,1.0,True,True,True,True,81,81,0.0612490177154541,0.5017948150634766
9,69,0.9876543209876543,True,True,True,False,43,81,0.07193398475646973,0.10726022720336914
9,70,0.9876543209876543,True,True,True,False,73,81,0.033477783203125,0.20422101020812988
9,71,1.0,True,True,True,True,81,81,0.051048994064331055,0.13387393951416016
9,72,0.9753086419753086,False,False,False,False,0,81,0.03606009483337402,0.01615619659423828
9,73,0.9753086419753086,False,False,False,False,0,81,0.04007983207702637,0.01680898666381836
9,74,1.0,True,True,True,True,81,81,0.03847694396972656,0.11773180961608887
9,75,1.0,True,True,True,True,81,81,0.03803396224975586,0.318418025970459
9,76,0.9876543209876543,False,False,False,False,0,81,0.04746603965759277,0.039166927337646484
9,77,1.0,True,True,True,True,81,81,0.0437009334564209,0.21009492874145508
9,78,1.0,True,True,True,True,81,81,0.058190107345581055,0.2877171039581299
9,79,1.0,True,True,True,True,81,81,0.06602597236633301,0.1416912078857422
9,80,1.0,True,True,True,True,81,81,0.04574418067932129,0.10886096954345703
9,81,1.0,True,True,True,True,81,81,0.06821608543395996,0.12388896942138672
9,82,1.0,True,True,True,True,81,81,0.05065202713012695,0.09974241256713867
9,83,1.0,True,True,True,True,81,81,0.0379939079284668,0.1712019443511963
9,84,1.0,True,True,True,True,81,81,0.04014897346496582,0.13860011100769043
9,85,0.9876543209876543,False,False,False,False,0,81,0.04171895980834961,0.018870830535888672
9,86,1.0,True,True,True,True,81,81,0.03681683540344238,0.3214881420135498
9,87,1.0,True,True,True,True,81,81,0.07180976867675781,0.21088004112243652
9,88,1.0,True,True,True,True,81,81,0.05041909217834473,0.09599184989929199
9,89,0.9876543209876543,False,False,False,False,0,81,0.04152107238769531,0.019500017166137695
9,90,1.0,True,True,True,True,81,81,0.04404592514038086,0.11724209785461426
9,91,1.0,True,True,True,True,81,81,0.05612802505493164,0.12329697608947754
9,92,1.0,True,True,True,True,81,81,0.0604701042175293,0.09266877174377441
9,93,1.0,True,True,True,True,81,81,0.042816877365112305,0.28350090980529785
9,94,0.9876543209876543,False,False,False,False,0,81,0.043998003005981445,0.018352985382080078
9,95,1.0,True,True,True,True,81,81,0.06331992149353027,0.27970004081726074
9,96,0.9876543209876543,True,True,True,False,49,81,0.037023067474365234,0.11367130279541016
9,97,1.0,True,True,True,True,81,81,0.04007601737976074,0.32485294342041016
9,98,1.0,True,True,True,True,81,81,0.05235910415649414,0.31631898880004883
9,99,0.9876543209876543,True,True,True,False,66,81,0.04334402084350586,0.27512288093566895
