size,puzzle_id,base_solved,corrected_solved,correction_type,solve_time_ms
3,0,True,True,none,328.8109302520752
3,1,True,True,none,130.02896308898926
3,2,True,True,none,131.58917427062988
3,3,True,True,none,132.44390487670898
3,4,True,True,none,135.8489990234375
3,5,True,True,none,137.3450756072998
3,6,True,True,none,135.18953323364258
3,7,True,True,none,135.35690307617188
3,8,True,True,none,151.18408203125
3,9,True,True,none,146.2569236755371
3,10,True,True,none,137.833833694458
3,11,True,True,none,140.7470703125
3,12,True,True,none,145.62082290649414
3,13,True,True,none,145.2198028564453
3,14,True,True,none,134.61565971374512
3,15,True,True,none,136.0330581665039
3,16,True,True,none,126.90615653991699
3,17,True,True,none,124.07708168029785
3,18,True,True,none,132.28988647460938
3,19,True,True,none,123.19517135620117
3,20,True,True,none,123.34990501403809
3,21,True,True,none,125.99301338195801
3,22,True,True,none,130.540132522583
3,23,True,True,none,124.38583374023438
3,24,True,True,none,126.89590454101562
3,25,True,True,none,128.4170150756836
3,26,True,True,none,136.47723197937012
3,27,True,True,none,130.89299201965332
3,28,True,True,none,128.62086296081543
3,29,True,True,none,126.48701667785645
3,30,True,True,none,131.55579566955566
3,31,True,True,none,123.38805198669434
3,32,True,True,none,120.24116516113281
3,33,True,True,none,127.01797485351562
3,34,True,True,none,127.87008285522461
3,35,True,True,none,126.54614448547363
3,36,True,True,none,123.12698364257812
3,37,True,True,none,126.03998184204102
3,38,True,True,none,130.9187412261963
3,39,True,True,none,124.66692924499512
3,40,True,True,none,126.16705894470215
3,41,True,True,none,125.08487701416016
3,42,True,True,none,136.02113723754883
3,43,True,True,none,185.57500839233398
3,44,True,True,none,138.60297203063965
3,45,True,True,none,127.18892097473145
3,46,True,True,none,127.11811065673828
3,47,True,True,none,126.15823745727539
3,48,True,True,none,146.86083793640137
3,49,True,True,none,127.92301177978516
3,50,True,True,none,131.92033767700195
3,51,True,True,none,130.64098358154297
3,52,True,True,none,133.47506523132324
3,53,True,True,none,133.85391235351562
3,54,True,True,none,129.4410228729248
3,55,True,True,none,131.544828414917
3,56,True,True,none,129.05430793762207
3,57,True,True,none,123.89302253723145
3,58,True,True,none,123.81124496459961
3,59,True,True,none,126.59502029418945
3,60,True,True,none,127.83622741699219
3,61,True,True,none,122.18594551086426
3,62,True,True,none,127.14529037475586
3,63,True,True,none,125.21815299987793
3,64,True,True,none,130.09309768676758
3,65,True,True,none,128.24773788452148
3,66,True,True,none,131.3936710357666
3,67,True,True,none,131.69193267822266
3,68,True,True,none,128.21412086486816
3,69,True,True,none,126.4498233795166
3,70,True,True,none,127.31003761291504
3,71,True,True,none,131.74915313720703
3,72,True,True,none,126.57785415649414
3,73,True,True,none,129.24623489379883
3,74,True,True,none,125.04911422729492
3,75,True,True,none,125.49519538879395
3,76,True,True,none,128.77798080444336
3,77,True,True,none,123.06618690490723
3,78,True,True,none,122.34711647033691
3,79,True,True,none,125.68807601928711
3,80,True,True,none,131.12974166870117
3,81,True,True,none,125.18191337585449
3,82,True,True,none,123.57211112976074
3,83,True,True,none,127.30813026428223
3,84,True,True,none,123.43382835388184
3,85,True,True,none,124.78399276733398
3,86,True,True,none,126.1909008026123
3,87,True,True,none,123.99816513061523
3,88,True,True,none,124.76801872253418
3,89,True,True,none,138.47088813781738
3,90,True,True,none,127.34413146972656
3,91,True,True,none,130.81097602844238
3,92,True,True,none,128.33786010742188
3,93,True,True,none,129.9571990966797
3,94,True,True,none,121.73604965209961
3,95,True,True,none,123.24190139770508
3,96,True,True,none,128.71193885803223
3,97,True,True,none,122.04122543334961
3,98,True,True,none,124.11212921142578
3,99,True,True,none,126.45077705383301
4,0,True,True,none,228.6548614501953
4,1,True,True,none,229.31623458862305
4,2,True,True,none,226.57513618469238
4,3,True,True,none,231.13179206848145
4,4,True,True,none,232.46192932128906
4,5,True,True,none,223.99306297302246
4,6,True,True,none,227.66780853271484
4,7,True,True,none,229.69293594360352
4,8,True,True,none,226.83382034301758
4,9,True,True,none,229.95805740356445
4,10,True,True,none,224.20883178710938
4,11,True,True,none,225.03304481506348
4,12,True,True,none,227.2801399230957
4,13,True,True,none,237.4720573425293
4,14,True,True,none,245.06592750549316
4,15,True,True,none,226.98426246643066
4,16,True,True,none,221.3129997253418
4,17,True,True,none,231.5380573272705
4,18,True,True,none,230.70120811462402
4,19,True,True,none,237.7011775970459
4,20,True,True,none,233.9608669281006
4,21,True,True,none,225.2218723297119
4,22,True,True,none,227.67210006713867
4,23,True,True,none,225.0690460205078
4,24,True,True,none,228.79409790039062
4,25,True,True,none,232.3288917541504
4,26,True,True,none,233.3700656890869
4,27,True,True,none,226.97186470031738
4,28,True,True,none,226.5610694885254
4,29,True,True,none,229.09808158874512
4,30,True,True,none,229.15983200073242
4,31,True,True,none,225.54707527160645
4,32,True,True,none,222.8829860687256
4,33,True,True,none,228.16991806030273
4,34,True,True,none,234.14897918701172
4,35,True,True,none,221.24624252319336
4,36,True,True,none,223.10686111450195
4,37,True,True,none,227.34689712524414
4,38,True,True,none,226.04894638061523
4,39,True,True,none,232.08189010620117
4,40,True,True,none,227.49876976013184
4,41,True,True,none,246.09684944152832
4,42,True,True,none,229.50291633605957
4,43,True,True,none,222.49817848205566
4,44,True,True,none,224.5810031890869
4,45,True,True,none,231.14395141601562
4,46,True,True,none,230.42893409729004
4,47,True,True,none,228.6231517791748
4,48,True,True,none,229.3388843536377
4,49,True,True,none,225.4772186279297
4,50,True,True,none,223.8011360168457
4,51,True,True,none,223.9680290222168
4,52,True,True,none,229.48122024536133
4,53,True,True,none,226.35197639465332
4,54,True,True,none,226.48191452026367
4,55,True,True,none,228.9900779724121
4,56,True,True,none,225.6929874420166
4,57,True,True,none,225.51918029785156
4,58,True,True,none,227.6768684387207
4,59,True,True,none,227.3879051208496
4,60,True,True,none,249.12595748901367
4,61,True,True,none,232.30695724487305
4,62,True,True,none,226.38607025146484
4,63,True,True,none,222.40614891052246
4,64,True,True,none,227.48398780822754
4,65,True,True,none,231.69708251953125
4,66,True,True,none,236.098051071167
4,67,True,True,none,227.20670700073242
4,68,True,True,none,231.34899139404297
4,69,True,True,none,225.99124908447266
4,70,True,True,none,233.34121704101562
4,71,True,True,none,222.214937210083
4,72,True,True,none,226.88937187194824
4,73,True,True,none,223.57702255249023
4,74,True,True,none,227.30302810668945
4,75,True,True,none,223.71196746826172
4,76,True,True,none,226.32217407226562
4,77,True,True,none,229.6769618988037
4,78,True,True,none,224.97105598449707
4,79,True,True,none,227.12969779968262
4,80,True,True,none,226.4411449432373
4,81,True,True,none,224.84898567199707
4,82,True,True,none,226.28402709960938
4,83,True,True,none,227.3249626159668
4,84,True,True,none,228.14083099365234
4,85,True,True,none,251.27601623535156
4,86,True,True,none,255.8150291442871
4,87,True,True,none,249.12095069885254
4,88,True,True,none,237.33997344970703
4,89,True,True,none,229.94208335876465
4,90,True,True,none,228.14226150512695
4,91,True,True,none,227.7071475982666
4,92,True,True,none,224.7328758239746
4,93,True,True,none,221.451997756958
4,94,True,True,none,233.52789878845215
4,95,True,True,none,231.31799697875977
4,96,True,True,none,222.68009185791016
4,97,True,True,none,230.41200637817383
4,98,True,True,none,225.8620262145996
4,99,True,True,none,226.56702995300293
5,0,True,True,none,356.8587303161621
5,1,True,True,none,354.02894020080566
5,2,True,True,none,366.4400577545166
5,3,True,True,none,406.6171646118164
5,4,True,True,none,371.5019226074219
5,5,True,True,none,360.31103134155273
5,6,True,True,none,373.2001781463623
5,7,True,True,none,358.7641716003418
5,8,True,True,none,353.12938690185547
5,9,True,True,none,363.63816261291504
5,10,True,True,none,354.0208339691162
5,11,True,True,none,363.88301849365234
5,12,True,True,none,358.8290214538574
5,13,True,True,none,356.65106773376465
5,14,True,True,none,360.0456714630127
5,15,True,True,none,361.94896697998047
5,16,True,True,none,379.27722930908203
5,17,True,True,none,358.17503929138184
5,18,True,True,none,355.0148010253906
5,19,True,True,none,365.71598052978516
5,20,True,True,none,366.0778999328613
5,21,True,True,none,379.64701652526855
5,22,True,True,none,377.3219585418701
5,23,True,True,none,354.9678325653076
5,24,True,True,none,350.3611087799072
5,25,True,True,none,347.1240997314453
5,26,True,True,none,356.2169075012207
5,27,True,True,none,353.8360595703125
5,28,True,True,none,351.21989250183105
5,29,True,True,none,357.1279048919678
5,30,True,True,none,361.4821434020996
5,31,True,True,none,361.8149757385254
5,32,True,True,none,392.6060199737549
5,33,True,True,none,357.56421089172363
5,34,True,True,none,360.9049320220947
5,35,True,True,none,365.6039237976074
5,36,True,True,none,369.01402473449707
5,37,True,True,none,355.53884506225586
5,38,True,True,none,355.6170463562012
5,39,True,True,none,392.96793937683105
5,40,True,True,none,355.7720184326172
5,41,True,True,none,350.0537872314453
5,42,True,True,none,358.07108879089355
5,43,True,True,none,354.20799255371094
5,44,True,True,none,363.544225692749
5,45,True,True,none,357.57899284362793
5,46,True,True,none,357.2568893432617
5,47,True,True,none,360.3839874267578
5,48,True,True,none,355.6849956512451
5,49,True,True,none,360.990047454834
5,50,True,True,none,354.6438217163086
5,51,True,True,none,354.43615913391113
5,52,True,True,none,361.5868091583252
5,53,True,True,none,357.9518795013428
5,54,True,True,none,380.82265853881836
5,55,True,True,none,360.4452610015869
5,56,True,True,none,353.56879234313965
5,57,True,True,none,363.01517486572266
5,58,True,True,none,363.997220993042
5,59,True,True,none,348.64020347595215
5,60,True,True,none,360.4769706726074
5,61,True,True,none,376.9237995147705
5,62,True,True,none,360.75806617736816
5,63,True,True,none,365.60583114624023
5,64,True,True,none,366.4848804473877
5,65,True,True,none,377.6512145996094
5,66,True,True,none,353.5349369049072
5,67,True,True,none,355.43131828308105
5,68,True,True,none,354.5041084289551
5,69,True,True,none,351.3681888580322
5,70,True,True,none,354.6178340911865
5,71,True,True,none,372.53713607788086
5,72,True,True,none,353.0397415161133
5,73,True,True,none,368.7279224395752
5,74,True,True,none,356.8098545074463
5,75,True,True,none,354.44188117980957
5,76,True,True,none,377.26616859436035
5,77,True,True,none,400.1748561859131
5,78,True,True,none,387.92896270751953
5,79,True,True,none,352.83875465393066
5,80,True,True,none,360.6719970703125
5,81,True,True,none,381.38484954833984
5,82,True,True,none,365.5068874359131
5,83,True,True,none,354.2139530181885
5,84,True,True,none,355.6196689605713
5,85,True,True,none,347.2168445587158
5,86,True,True,none,355.2830219268799
5,87,True,True,none,357.4349880218506
5,88,True,True,none,354.996919631958
5,89,True,True,none,356.9190502166748
5,90,True,True,none,382.9841613769531
5,91,True,True,none,357.81097412109375
5,92,True,True,none,392.17400550842285
5,93,True,True,none,374.12500381469727
5,94,True,True,none,367.36512184143066
5,95,True,True,none,359.4639301300049
5,96,True,True,none,380.39088249206543
5,97,True,True,none,367.83790588378906
5,98,True,True,none,353.2588481903076
5,99,True,True,none,356.6169738769531
6,0,True,True,none,544.8698997497559
6,1,True,True,none,542.8969860076904
6,2,True,True,none,572.7627277374268
6,3,True,True,none,558.3882331848145
6,4,True,True,none,554.7981262207031
6,5,True,True,none,595.9501266479492
6,6,True,True,none,547.0561981201172
6,7,True,True,none,514.9853229522705
6,8,True,True,none,555.1679134368896
6,9,True,True,none,548.3691692352295
6,10,True,True,none,599.0598201751709
6,11,True,True,none,530.2321910858154
6,12,True,True,none,561.9451999664307
6,13,True,True,none,556.5609931945801
6,14,True,True,none,531.8541526794434
6,15,True,True,none,664.4978523254395
6,16,True,True,none,532.447099685669
6,17,True,True,none,682.8353404998779
6,18,True,True,none,583.6679935455322
6,19,True,True,none,535.5849266052246
6,20,True,True,none,582.1640491485596
6,21,True,True,none,581.9752216339111
6,22,True,True,none,619.5070743560791
6,23,True,True,none,558.8769912719727
6,24,True,True,none,537.6582145690918
6,25,True,True,none,572.1638202667236
6,26,True,True,none,550.4012107849121
6,27,True,True,none,572.9920864105225
6,28,True,True,none,611.4020347595215
6,29,True,True,none,618.1750297546387
6,30,True,True,none,579.5950889587402
6,31,True,True,none,533.3147048950195
6,32,True,True,none,529.70290184021
6,33,True,True,none,628.39674949646
6,34,True,True,none,543.2889461517334
6,35,True,True,none,598.0191230773926
6,36,True,True,none,540.9212112426758
6,37,True,True,none,535.2189540863037
6,38,True,True,none,588.6969566345215
