size,puzzle_id,base_solved,corrected_solved,correction_type,solve_time_ms
3,0,True,True,none,329.17094230651855
3,1,True,True,none,132.27081298828125
3,2,True,True,none,140.96403121948242
3,3,True,True,none,135.0860595703125
3,4,True,True,none,137.6941204071045
3,5,True,True,none,144.4249153137207
3,6,True,True,none,187.60967254638672
3,7,True,True,none,139.16301727294922
3,8,True,True,none,126.74927711486816
3,9,True,True,none,131.82806968688965
3,10,True,True,none,127.58183479309082
3,11,True,True,none,126.09505653381348
3,12,True,True,none,125.70405006408691
3,13,True,True,none,121.99592590332031
3,14,True,True,none,126.98698043823242
3,15,True,True,none,130.52821159362793
3,16,True,True,none,127.44808197021484
3,17,True,True,none,128.05867195129395
3,18,True,True,none,131.26802444458008
3,19,True,True,none,127.21467018127441
3,20,True,True,none,138.41605186462402
3,21,True,True,none,141.56699180603027
3,22,True,True,none,144.30809020996094
3,23,True,True,none,135.9548568725586
3,24,True,True,none,132.4310302734375
3,25,True,True,none,134.47022438049316
3,26,True,True,none,130.86605072021484
3,27,True,True,none,126.1131763458252
3,28,True,True,none,129.9760341644287
3,29,True,True,none,130.81121444702148
3,30,True,True,none,134.62018966674805
3,31,True,True,none,124.0990161895752
3,32,True,True,none,123.88110160827637
3,33,True,True,none,133.17131996154785
3,34,True,True,none,129.45294380187988
3,35,True,True,none,130.62572479248047
3,36,True,True,none,125.99611282348633
3,37,True,True,none,126.6319751739502
3,38,True,True,none,134.08303260803223
3,39,True,True,none,133.47578048706055
3,40,True,True,none,139.39619064331055
3,41,True,True,none,130.86390495300293
3,42,True,True,none,137.62211799621582
3,43,True,True,none,131.05106353759766
3,44,True,True,none,134.04011726379395
3,45,True,True,none,126.32083892822266
3,46,True,True,none,128.8430690765381
3,47,True,True,none,128.5989284515381
3,48,True,True,none,130.06091117858887
3,49,True,True,none,131.1969757080078
3,50,True,True,none,134.54103469848633
3,51,True,True,none,142.29083061218262
3,52,True,True,none,137.38393783569336
3,53,True,True,none,147.74298667907715
3,54,True,True,none,140.67697525024414
3,55,True,True,none,148.878812789917
3,56,True,True,none,142.87900924682617
3,57,True,True,none,137.72892951965332
3,58,True,True,none,127.8829574584961
3,59,True,True,none,132.31682777404785
3,60,True,True,none,131.55269622802734
3,61,True,True,none,133.08215141296387
3,62,True,True,none,127.46405601501465
3,63,True,True,none,132.95698165893555
3,64,True,True,none,136.6260051727295
3,65,True,True,none,134.4928741455078
3,66,True,True,none,133.30483436584473
3,67,True,True,none,128.72815132141113
3,68,True,True,none,141.54481887817383
3,69,True,True,none,132.551908493042
3,70,True,True,none,132.51304626464844
3,71,True,True,none,132.49516487121582
3,72,True,True,none,126.4791488647461
3,73,False,True,constraint_auto_1,162.61911392211914
3,74,True,True,none,135.5609893798828
3,75,True,True,none,133.96310806274414
3,76,True,True,none,137.20083236694336
3,77,True,True,none,127.87675857543945
3,78,True,True,none,131.13999366760254
3,79,True,True,none,129.32300567626953
3,80,True,True,none,128.58915328979492
3,81,True,True,none,124.59897994995117
3,82,True,True,none,124.96113777160645
3,83,True,True,none,128.51405143737793
3,84,True,True,none,129.47916984558105
3,85,True,True,none,128.46016883850098
3,86,True,True,none,133.55588912963867
3,87,True,True,none,127.5949478149414
3,88,True,True,none,127.32100486755371
3,89,True,True,none,128.2486915588379
3,90,True,True,none,129.90212440490723
3,91,True,True,none,132.05814361572266
3,92,True,True,none,128.50308418273926
3,93,True,True,none,139.2197608947754
3,94,True,True,none,133.29029083251953
3,95,True,True,none,131.37483596801758
3,96,True,True,none,133.25119018554688
3,97,False,True,constraint_single,142.36807823181152
3,98,True,True,none,175.45795440673828
3,99,True,True,none,148.9408016204834
4,0,True,True,none,245.9089756011963
4,1,True,True,none,240.72599411010742
4,2,False,True,confidence_swap_3,1635.6940269470215
4,3,False,False,still_uncorrectable,330.9588432312012
4,4,True,True,none,286.6201400756836
4,5,True,True,none,257.84778594970703
4,6,True,True,none,250.86617469787598
4,7,True,True,none,232.32412338256836
4,8,True,True,none,235.8410358428955
4,9,True,True,none,245.14293670654297
4,10,False,True,constraint_single,262.15219497680664
4,11,True,True,none,232.23590850830078
4,12,True,True,none,238.04998397827148
4,13,True,True,none,234.5600128173828
4,14,True,True,none,236.8161678314209
4,15,False,True,constraint_single,266.9529914855957
4,16,True,True,none,229.2470932006836
4,17,True,True,none,233.70695114135742
4,18,True,True,none,230.36789894104004
4,19,False,True,confidence_swap_3,1356.9200038909912
4,20,True,True,none,236.5870475769043
4,21,True,True,none,232.82408714294434
4,22,True,True,none,241.7137622833252
4,23,True,True,none,240.78893661499023
4,24,True,True,none,281.68201446533203
4,25,False,False,still_uncorrectable,264.9383544921875
4,26,True,True,none,243.96800994873047
4,27,True,True,none,239.84694480895996
4,28,True,True,none,249.5589256286621
4,29,False,False,still_uncorrectable,339.8871421813965
4,30,True,True,none,304.6121597290039
4,31,True,True,none,244.3714141845703
4,32,True,True,none,242.33293533325195
4,33,True,True,none,289.01100158691406
4,34,True,True,none,234.92884635925293
4,35,True,True,none,228.38783264160156
