puzzle_type,puzzle_idx,extraction_accuracy,correction_type,num_errors_corrected,final_success,extract_time,solve_time
hexasudoku_numeric,44,1.0,none,0,True,0.1783616542816162,0.3795900344848633
hexasudoku_numeric,45,0.99609375,single,1,True,0.16389989852905273,2.607607126235962
hexasudoku_numeric,46,0.9921875,uncorrectable,0,False,0.16005611419677734,0.5349488258361816
hexasudoku_numeric,47,1.0,none,0,True,0.16754508018493652,0.9586210250854492
hexasudoku_numeric,48,0.99609375,uncorrectable,0,False,0.16438770294189453,0.534243106842041
hexasudoku_numeric,49,1.0,none,0,True,0.18213510513305664,0.8185031414031982
hexasudoku_numeric,50,1.0,none,0,True,0.16524505615234375,0.6804459095001221
hexasudoku_numeric,51,0.99609375,single,1,True,0.16370296478271484,0.6634821891784668
hexasudoku_numeric,52,1.0,none,0,True,0.16078591346740723,0.6997528076171875
hexasudoku_numeric,53,1.0,none,0,True,0.16452407836914062,0.7266559600830078
hexasudoku_numeric,54,1.0,none,0,True,0.22262811660766602,0.5580799579620361
hexasudoku_numeric,55,1.0,none,0,True,0.15213370323181152,0.7628588676452637
hexasudoku_numeric,56,0.99609375,uncorrectable,0,False,0.15727591514587402,0.8293991088867188
hexasudoku_numeric,57,1.0,none,0,True,0.15263700485229492,0.6740872859954834
hexasudoku_numeric,58,0.99609375,uncorrectable,0,False,0.250852108001709,0.6216001510620117
hexasudoku_numeric,59,0.99609375,uncorrectable,0,False,0.16865777969360352,1.200462818145752
hexasudoku_numeric,60,1.0,none,0,True,0.2246699333190918,0.9783971309661865
hexasudoku_numeric,61,1.0,none,0,True,0.1510181427001953,0.6384828090667725
hexasudoku_numeric,62,0.99609375,single,1,True,0.15301299095153809,0.9615192413330078
hexasudoku_numeric,63,0.99609375,single,1,False,0.16042399406433105,13.970375061035156
hexasudoku_numeric,64,0.99609375,uncorrectable,0,False,0.16092205047607422,0.6345169544219971
hexasudoku_numeric,65,0.99609375,uncorrectable,0,False,0.17124605178833008,0.542233943939209
hexasudoku_numeric,66,1.0,none,0,True,0.16596102714538574,0.765117883682251
hexasudoku_numeric,67,0.99609375,single,1,True,0.1598517894744873,7.870075225830078
hexasudoku_numeric,68,1.0,none,0,True,0.15906810760498047,0.8147578239440918
hexasudoku_numeric,69,0.99609375,uncorrectable,0,False,0.15427398681640625,0.7752501964569092
hexasudoku_numeric,70,1.0,none,0,True,0.22560906410217285,0.9001247882843018
hexasudoku_numeric,71,1.0,none,0,True,0.1634058952331543,0.8970470428466797
hexasudoku_numeric,72,1.0,none,0,True,0.15449190139770508,0.9088590145111084
hexasudoku_numeric,73,0.9921875,uncorrectable,0,False,0.16787385940551758,0.585151195526123
hexasudoku_numeric,74,1.0,none,0,True,0.1576540470123291,0.3666648864746094
hexasudoku_numeric,75,1.0,none,0,True,0.16085505485534668,0.526698112487793
hexasudoku_numeric,76,1.0,none,0,True,0.15721702575683594,0.734929084777832
hexasudoku_numeric,77,1.0,none,0,True,0.16307592391967773,0.806157112121582
hexasudoku_numeric,78,1.0,none,0,True,0.1729428768157959,1.0886867046356201
hexasudoku_numeric,79,0.98828125,uncorrectable,0,False,0.16401410102844238,0.5423481464385986
hexasudoku_numeric,80,0.99609375,single,1,True,0.15778613090515137,0.7967221736907959
hexasudoku_numeric,81,0.99609375,uncorrectable,0,False,0.1539449691772461,1525.7551789283752
hexasudoku_numeric,82,1.0,none,0,True,0.21993517875671387,0.3565819263458252
hexasudoku_numeric,83,1.0,none,0,True,0.21502995491027832,0.46571803092956543
hexasudoku_numeric,84,0.99609375,single,1,True,0.14661622047424316,0.5771241188049316
hexasudoku_numeric,85,1.0,none,0,True,0.29337596893310547,0.722912073135376
hexasudoku_numeric,86,0.98828125,uncorrectable,0,False,0.143035888671875,0.528465986251831
hexasudoku_numeric,87,0.99609375,double,2,False,0.14673590660095215,134.87656998634338
hexasudoku_numeric,88,1.0,none,0,True,0.23421597480773926,0.9028563499450684
hexasudoku_numeric,89,1.0,none,0,True,0.15281891822814941,0.2991349697113037
hexasudoku_numeric,90,0.99609375,uncorrectable,0,False,0.1597449779510498,2.080214023590088
hexasudoku_numeric,91,0.99609375,single,1,True,0.15375804901123047,0.6978211402893066
hexasudoku_numeric,92,0.99609375,uncorrectable,0,False,0.15149903297424316,936.7212839126587
hexasudoku_numeric,93,1.0,none,0,True,0.12867093086242676,0.4994781017303467
hexasudoku_numeric,94,1.0,none,0,True,0.12171816825866699,0.39594006538391113
hexasudoku_numeric,95,1.0,none,0,True,0.11864900588989258,0.5274648666381836
hexasudoku_numeric,96,0.99609375,single,1,False,0.11972808837890625,0.6579887866973877
hexasudoku_numeric,97,1.0,none,0,True,0.13186192512512207,1.044550895690918
hexasudoku_numeric,98,0.9921875,uncorrectable,0,False,0.12277984619140625,0.4593679904937744
hexasudoku_numeric,99,1.0,none,0,True,0.12049078941345215,0.5919058322906494
