puzzle_type,puzzle_idx,extraction_accuracy,correction_type,num_errors_corrected,final_success,extract_time,solve_time
hexasudoku_ag,96,0.99609375,single,1,True,0.11818599700927734,0.655879020690918
hexasudoku_ag,97,1.0,none,0,True,0.1270589828491211,1.05350923538208
hexasudoku_ag,98,0.99609375,single,1,True,0.1478590965270996,13.44720721244812
hexasudoku_ag,99,1.0,none,0,True,0.12530899047851562,0.7163381576538086
hexasudoku_numeric,0,1.0,none,0,True,0.158890962600708,0.5241951942443848
hexasudoku_numeric,1,1.0,none,0,True,0.1532900333404541,0.400097131729126
hexasudoku_numeric,2,0.99609375,single,1,False,0.1584608554840088,9.268383026123047
hexasudoku_numeric,3,1.0,none,0,True,0.15665078163146973,0.9433541297912598
hexasudoku_numeric,4,0.9921875,uncorrectable,0,False,0.15574216842651367,24.948797941207886
hexasudoku_numeric,5,0.99609375,single,1,True,0.17688393592834473,4.274823904037476
hexasudoku_numeric,6,1.0,none,0,True,0.162675142288208,1.3976647853851318
hexasudoku_numeric,7,0.99609375,uncorrectable,0,False,0.16360187530517578,0.5337531566619873
hexasudoku_numeric,8,0.99609375,none,0,False,0.15604400634765625,0.5675091743469238
hexasudoku_numeric,9,0.98828125,uncorrectable,0,False,0.19078302383422852,0.5441169738769531
hexasudoku_numeric,10,1.0,none,0,True,0.15789484977722168,0.45903587341308594
hexasudoku_numeric,11,1.0,none,0,True,0.156998872756958,0.3944690227508545
hexasudoku_numeric,12,0.99609375,single,1,True,0.15729713439941406,0.481281042098999
hexasudoku_numeric,13,0.99609375,none,0,True,0.16160798072814941,0.6794888973236084
hexasudoku_numeric,14,0.99609375,single,1,True,0.16030406951904297,0.5323619842529297
hexasudoku_numeric,15,0.99609375,uncorrectable,0,False,0.165266752243042,0.6187560558319092
hexasudoku_numeric,16,0.99609375,single,1,True,0.17693471908569336,0.9966630935668945
hexasudoku_numeric,17,1.0,none,0,True,0.16000723838806152,0.5655386447906494
hexasudoku_numeric,18,1.0,none,0,True,0.1630399227142334,0.47038793563842773
hexasudoku_numeric,19,1.0,none,0,True,0.16092181205749512,0.7500998973846436
hexasudoku_numeric,20,1.0,none,0,True,0.23164105415344238,1.038343906402588
hexasudoku_numeric,21,0.99609375,single,1,True,0.16071605682373047,0.6373598575592041
hexasudoku_numeric,22,0.99609375,uncorrectable,0,False,0.16904497146606445,0.6076853275299072
hexasudoku_numeric,23,1.0,none,0,True,0.15977001190185547,0.3143301010131836
hexasudoku_numeric,24,1.0,none,0,True,0.16675090789794922,0.5269887447357178
hexasudoku_numeric,25,1.0,none,0,True,0.1620032787322998,0.38649988174438477
hexasudoku_numeric,26,0.99609375,uncorrectable,0,False,0.15719985961914062,0.546241044998169
hexasudoku_numeric,27,1.0,none,0,True,0.17754387855529785,0.3592252731323242
hexasudoku_numeric,28,1.0,none,0,True,0.16018366813659668,0.5464920997619629
hexasudoku_numeric,29,1.0,none,0,True,0.16338109970092773,0.871384859085083
hexasudoku_numeric,30,1.0,none,0,True,0.15711688995361328,0.5542440414428711
hexasudoku_numeric,31,1.0,none,0,True,0.16195893287658691,0.4987928867340088
hexasudoku_numeric,32,1.0,none,0,True,0.14919590950012207,0.44792699813842773
hexasudoku_numeric,33,1.0,none,0,True,0.15781807899475098,0.6749448776245117
hexasudoku_numeric,34,1.0,none,0,True,0.1652512550354004,0.20284271240234375
hexasudoku_numeric,35,1.0,none,0,True,0.14939427375793457,0.26450204849243164
hexasudoku_numeric,36,0.99609375,none,0,True,0.16160273551940918,1.1723461151123047
hexasudoku_numeric,37,1.0,none,0,True,0.1608889102935791,0.7018358707427979
hexasudoku_numeric,38,0.9921875,uncorrectable,0,False,0.15909409523010254,0.5360720157623291
hexasudoku_numeric,39,1.0,none,0,True,0.15817022323608398,0.6673800945281982
hexasudoku_numeric,40,1.0,none,0,True,0.16376376152038574,0.6089117527008057
hexasudoku_numeric,41,1.0,none,0,True,0.15976715087890625,0.4302642345428467
hexasudoku_numeric,42,0.99609375,uncorrectable,0,False,0.16802692413330078,0.604633092880249
hexasudoku_numeric,43,0.99609375,single,1,True,0.15922284126281738,0.497711181640625
