puzzle_idx,extraction_accuracy,is_valid_solution,matches_clues,is_correct,cells_match_expected,total_cells,extract_time,solve_time
48,1.0,True,True,True,241,256,0.1587059497833252,1.4593780040740967
49,1.0,True,True,True,238,256,0.1472790241241455,0.7281069755554199
50,1.0,True,True,True,199,256,0.19178318977355957,2.4402732849121094
51,1.0,True,True,True,223,256,0.16196990013122559,1.682466983795166
52,1.0,True,True,True,224,256,0.13981199264526367,1.5234620571136475
53,1.0,True,True,True,209,256,0.1744828224182129,1.7037322521209717
54,1.0,True,True,True,227,256,0.14020013809204102,1.4417939186096191
55,1.0,True,True,True,231,256,0.16716599464416504,2.024178981781006
56,1.0,True,True,True,231,256,0.18077301979064941,1.9942200183868408
57,1.0,True,True,True,225,256,0.16584491729736328,2.578888177871704
58,1.0,True,True,True,227,256,0.13322901725769043,1.1501829624176025
59,1.0,True,True,True,242,256,0.17032790184020996,1.799010992050171
60,1.0,True,True,True,231,256,0.11855602264404297,0.9466309547424316
61,1.0,True,True,True,230,256,0.13215923309326172,1.2193458080291748
62,1.0,True,True,True,207,256,0.14479279518127441,0.9893279075622559
63,1.0,True,True,True,238,256,0.1187582015991211,1.7851946353912354
64,1.0,True,True,True,241,256,0.12721467018127441,0.7259256839752197
65,1.0,True,True,True,214,256,0.11674189567565918,1.0994532108306885
66,1.0,True,True,True,233,256,0.12003016471862793,1.5426480770111084
67,1.0,True,True,True,232,256,0.1843862533569336,1.5522558689117432
68,1.0,True,True,True,206,256,0.1506812572479248,1.8819389343261719
69,1.0,True,True,True,199,256,0.18688631057739258,2.9981679916381836
70,1.0,True,True,True,244,256,0.21528315544128418,1.528703212738037
71,1.0,True,True,True,224,256,0.19431400299072266,1.4288620948791504
72,1.0,True,True,True,230,256,0.22090482711791992,0.7916369438171387
73,1.0,True,True,True,244,256,0.17547321319580078,1.2906749248504639
74,1.0,True,True,True,233,256,0.16127729415893555,1.3893482685089111
75,1.0,True,True,True,231,256,0.13399195671081543,1.3773081302642822
76,1.0,True,True,True,241,256,0.1786820888519287,1.1443939208984375
77,1.0,True,True,True,223,256,0.1596999168395996,1.207099199295044
78,1.0,True,True,True,205,256,0.17570734024047852,6.926197052001953
79,1.0,True,True,True,241,256,0.1880662441253662,1.4273622035980225
80,1.0,True,True,True,239,256,0.14472126960754395,0.7361931800842285
81,1.0,True,True,True,210,256,0.1387178897857666,2.0119497776031494
82,1.0,True,True,True,229,256,0.1409740447998047,0.43027424812316895
83,1.0,True,True,True,220,256,0.21336889266967773,7.746105194091797
84,1.0,True,True,True,212,256,0.14667916297912598,1.8385510444641113
85,1.0,True,True,True,214,256,0.15449309349060059,2.1003577709198
86,1.0,True,True,True,234,256,0.1904299259185791,0.911236047744751
87,1.0,True,True,True,225,256,0.14960885047912598,0.6751937866210938
88,1.0,True,True,True,204,256,0.15537810325622559,1.1518669128417969
89,1.0,True,True,True,242,256,0.13473916053771973,1.2839617729187012
90,1.0,True,True,True,223,256,0.20231008529663086,1.456700325012207
91,1.0,True,True,True,226,256,0.13721227645874023,1.5926780700683594
92,1.0,True,True,True,249,256,0.14139008522033691,0.8435499668121338
93,1.0,True,True,True,223,256,0.16952872276306152,1.4673748016357422
94,1.0,True,True,True,211,256,0.20180010795593262,1.4644849300384521
95,1.0,True,True,True,241,256,0.13811683654785156,0.8482789993286133
96,1.0,True,True,True,220,256,0.14354896545410156,3.619596242904663
97,1.0,True,True,True,238,256,0.1482851505279541,1.1101129055023193
98,1.0,True,True,True,232,256,0.12316226959228516,1.8701388835906982
99,1.0,True,True,True,230,256,0.11493873596191406,0.6522002220153809
