puzzle_idx,extraction_accuracy,is_valid_solution,matches_clues,is_correct,cells_match_expected,total_cells,extract_time,solve_time
0,1.0,True,True,True,241,256,0.09118390083312988,0.955085039138794
1,1.0,True,True,True,232,256,0.08273100852966309,1.1698710918426514
2,1.0,True,True,True,208,256,0.07714319229125977,0.5189158916473389
3,1.0,True,True,True,231,256,0.07362818717956543,1.126938819885254
4,1.0,True,True,True,224,256,0.07884001731872559,0.8659689426422119
5,1.0,True,True,True,214,256,0.08909893035888672,0.9384658336639404
6,1.0,True,True,True,231,256,0.0997169017791748,0.9574682712554932
7,1.0,True,True,True,209,256,0.10130476951599121,1.7185578346252441
8,1.0,True,True,True,223,256,0.09742903709411621,1.1527800559997559
9,1.0,True,True,True,226,256,0.08066582679748535,0.641394853591919
10,1.0,True,True,True,197,256,0.08610725402832031,0.8720026016235352
11,1.0,True,True,True,252,256,0.09003973007202148,1.217771053314209
12,1.0,True,True,True,249,256,0.09666800498962402,1.2291381359100342
13,1.0,True,True,True,229,256,0.07817411422729492,1.2874658107757568
14,1.0,True,True,True,230,256,0.1905829906463623,1.5206201076507568
15,1.0,True,True,True,209,256,0.16061186790466309,0.6274740695953369
16,1.0,True,True,True,197,256,0.15971708297729492,3.989525079727173
17,1.0,True,True,True,241,256,0.15754318237304688,0.8923041820526123
18,1.0,True,True,True,230,256,0.15460610389709473,1.0991220474243164
19,1.0,True,True,True,203,256,0.1512901782989502,8.336158990859985
20,1.0,True,True,True,249,256,0.16036200523376465,0.7937641143798828
21,1.0,True,True,True,211,256,0.1807711124420166,2.6433310508728027
22,1.0,True,True,True,244,256,0.18190503120422363,1.8465571403503418
23,1.0,True,True,True,208,256,0.14531826972961426,2.6510231494903564
24,1.0,True,True,True,256,256,0.16407394409179688,0.8754417896270752
25,1.0,True,True,True,242,256,0.15698790550231934,0.8027358055114746
26,1.0,True,True,True,244,256,0.1489570140838623,2.1630749702453613
27,1.0,True,True,True,224,256,0.13486170768737793,0.9656491279602051
28,1.0,True,True,True,200,256,0.1293342113494873,2.9797770977020264
29,1.0,True,True,True,218,256,0.14352893829345703,1.7151801586151123
30,1.0,True,True,True,231,256,0.11419177055358887,0.6164250373840332
31,1.0,True,True,True,223,256,0.1286940574645996,0.645402193069458
32,1.0,True,True,True,213,256,0.26099085807800293,1.6624083518981934
33,1.0,True,True,True,221,256,0.1293320655822754,1.339050054550171
34,1.0,True,True,True,241,256,0.16174697875976562,1.3351798057556152
35,1.0,True,True,True,202,256,0.11126494407653809,0.5070850849151611
36,1.0,True,True,True,228,256,0.11906933784484863,1.9393627643585205
37,1.0,True,True,True,212,256,0.1340959072113037,2.593209981918335
38,1.0,True,True,True,220,256,0.11986303329467773,2.284795045852661
39,1.0,True,True,True,227,256,0.1568760871887207,0.5580060482025146
40,1.0,True,True,True,249,256,0.13337016105651855,1.121171236038208
41,1.0,True,True,True,213,256,0.1530170440673828,3.2266478538513184
42,1.0,True,True,True,221,256,0.12916970252990723,1.0607199668884277
43,1.0,True,True,True,203,256,0.13410592079162598,3.238726854324341
44,1.0,True,True,True,240,256,0.14195823669433594,0.9884071350097656
45,1.0,True,True,True,235,256,0.14011907577514648,1.2575838565826416
46,1.0,True,True,True,235,256,0.11599493026733398,2.2405550479888916
47,1.0,True,True,True,222,256,0.1354079246520996,1.9841158390045166
