size,puzzle_idx,correct,response_time,tokens
16,0,False,204.1723141670227,0
16,1,False,194.6899538040161,0
16,2,False,187.01635789871216,0
16,3,False,190.75835800170898,0
16,4,False,0.0,0
16,5,False,219.90060019493103,0
16,6,False,173.76698803901672,0
16,7,False,237.57609295845032,0
16,8,False,169.83388805389404,0
16,9,False,165.42949604988098,0
16,10,False,178.81327891349792,0
16,11,False,188.31369805335999,0
16,12,False,208.40002489089966,0
16,13,False,196.02576994895935,0
16,14,False,198.74894309043884,0
16,15,False,167.00397610664368,0
16,16,False,203.95070004463196,0
16,17,False,196.48296403884888,0
16,18,False,205.4473328590393,0
16,19,False,252.40838503837585,0
16,20,False,183.01388907432556,0
16,21,False,249.46430683135986,0
16,22,False,210.0339000225067,0
16,23,False,164.32982993125916,0
16,24,False,190.3591606616974,0
16,25,False,185.18038606643677,0
16,26,False,222.8276128768921,0
16,27,False,183.33647799491882,0
16,28,False,205.04668974876404,0
16,29,False,201.53281903266907,0
16,30,False,224.8795838356018,0
16,31,False,214.36926674842834,0
16,32,False,169.060702085495,0
16,33,False,202.99664688110352,0
16,34,False,187.98373103141785,0
16,35,False,214.69681572914124,0
16,36,False,217.23040390014648,0
16,37,False,186.71223282814026,0
16,38,False,198.65518188476562,0
16,39,False,174.9045090675354,0
16,40,False,240.92974591255188,0
16,41,False,211.8488790988922,0
16,42,False,187.98159003257751,0
16,43,False,157.9293670654297,0
16,44,False,240.49544405937195,0
16,45,False,184.77485013008118,0
16,46,False,209.28047609329224,0
16,47,False,186.02126288414001,0
16,48,False,171.32443714141846,0
16,49,False,143.45086216926575,0
16,50,False,159.5951328277588,0
16,51,False,250.70895791053772,0
16,52,False,180.8012568950653,0
16,53,False,230.02946376800537,0
16,54,False,169.5254168510437,0
16,55,False,170.96667575836182,0
16,56,False,175.17444109916687,0
16,57,False,187.11948418617249,0
16,58,False,196.88472485542297,0
16,59,False,186.8424789905548,0
16,60,False,196.84379887580872,0
16,61,False,228.20629000663757,0
16,62,False,176.5289328098297,0
16,63,False,192.37281489372253,0
16,64,False,201.34111213684082,0
16,65,False,193.95117592811584,0
16,66,False,190.75808906555176,0
16,67,False,170.91313004493713,0
16,68,False,211.09768509864807,0
16,69,False,206.18621301651,0
16,70,False,143.95389485359192,0
16,71,False,225.46709895133972,0
16,72,False,156.52500891685486,0
16,73,False,209.84708404541016,0
16,74,False,220.98356199264526,0
16,75,False,198.9207799434662,0
16,76,False,215.9660520553589,0
16,77,False,208.02227997779846,0
16,78,False,190.80831384658813,0
16,79,False,159.904865026474,0
16,80,False,206.28652620315552,0
16,81,False,241.9292550086975,0
16,82,False,183.13141107559204,0
16,83,False,174.272145986557,0
16,84,False,175.2056541442871,0
16,85,False,191.01813793182373,0
16,86,False,208.79535913467407,0
16,87,False,182.28983402252197,0
16,88,False,231.3554811477661,0
16,89,False,166.3288562297821,0
16,90,False,195.48011112213135,0
16,91,False,178.55330896377563,0
16,92,False,202.34746193885803,0
16,93,False,214.4967348575592,0
16,94,False,181.70791006088257,0
16,95,False,167.314040184021,0
16,96,False,251.8427929878235,0
16,97,False,217.00183415412903,0
16,98,False,178.90386986732483,0
16,99,False,214.67924213409424,0
