size,puzzle_idx,correct,response_time,tokens
4,0,True,46.58384418487549,0
4,1,True,23.448025226593018,0
4,2,True,32.72993493080139,0
4,3,True,33.076236724853516,0
4,4,True,22.134804248809814,0
4,5,True,27.86981201171875,0
4,6,True,23.262979984283447,0
4,7,True,26.638767957687378,0
4,8,True,39.46740198135376,0
4,9,True,29.64986801147461,0
4,10,True,31.80357003211975,0
4,11,True,24.373368740081787,0
4,12,True,36.36786198616028,0
4,13,True,34.3833327293396,0
4,14,True,34.5525918006897,0
4,15,True,34.54494619369507,0
4,16,True,84.50314426422119,0
4,17,True,17.014854192733765,0
4,18,True,33.196682929992676,0
4,19,True,52.85837197303772,0
4,20,True,59.38165807723999,0
4,21,True,22.889153003692627,0
4,22,True,15.067770957946777,0
4,23,True,38.52453303337097,0
4,24,True,22.953574180603027,0
4,25,True,47.23168897628784,0
4,26,True,35.55386805534363,0
4,27,True,20.092071056365967,0
4,28,True,31.95393991470337,0
4,29,True,29.155821800231934,0
4,30,True,44.90705323219299,0
4,31,True,32.36684989929199,0
4,32,True,28.29337215423584,0
4,33,True,33.619158029556274,0
4,34,True,32.48674488067627,0
4,35,True,18.24090886116028,0
4,36,True,21.742744207382202,0
4,37,True,27.976200819015503,0
4,38,True,18.360365867614746,0
4,39,True,16.183264017105103,0
4,40,True,29.795597791671753,0
4,41,True,21.752538919448853,0
4,42,True,29.38965606689453,0
4,43,True,23.167366981506348,0
4,44,True,28.84639596939087,0
4,45,True,23.175012826919556,0
4,46,True,29.120282888412476,0
4,47,True,26.25327491760254,0
4,48,True,22.29771327972412,0
4,49,True,23.513495683670044,0
4,50,True,22.751275062561035,0
4,51,True,31.989422082901,0
4,52,True,37.887768030166626,0
4,53,True,34.85168790817261,0
4,54,True,19.0322003364563,0
4,55,True,24.59075093269348,0
4,56,True,35.247678995132446,0
4,57,True,22.444403886795044,0
4,58,True,42.72260904312134,0
4,59,True,33.91168689727783,0
4,60,True,31.5537428855896,0
4,61,True,29.013684034347534,0
4,62,True,26.82402801513672,0
4,63,True,20.828123092651367,0
4,64,True,15.991016149520874,0
4,65,True,98.01530575752258,0
4,66,True,30.644758939743042,0
4,67,True,25.82243514060974,0
4,68,True,33.10712289810181,0
4,69,True,38.208654165267944,0
4,70,True,27.044285774230957,0
4,71,True,37.55360984802246,0
4,72,True,30.968363046646118,0
4,73,True,40.38360285758972,0
4,74,True,32.316946029663086,0
4,75,True,37.25553107261658,0
4,76,True,33.459490060806274,0
4,77,True,43.91272211074829,0
4,78,True,31.124418020248413,0
4,79,True,21.829383850097656,0
4,80,True,16.999088287353516,0
4,81,True,24.553494215011597,0
4,82,True,16.2085919380188,0
4,83,True,45.31504416465759,0
4,84,True,33.18963313102722,0
4,85,True,28.18082880973816,0
4,86,True,38.11976480484009,0
4,87,True,36.78531813621521,0
4,88,True,17.45291805267334,0
4,89,True,23.237682819366455,0
4,90,True,28.17431378364563,0
4,91,True,20.503315210342407,0
4,92,True,31.555647134780884,0
4,93,True,41.489457845687866,0
4,94,True,23.588696241378784,0
4,95,True,16.696727991104126,0
4,96,True,24.186378955841064,0
4,97,True,36.85391020774841,0
4,98,True,32.68319010734558,0
4,99,True,44.351386308670044,0
