size,puzzle_idx,extraction_accuracy,is_valid_solution,matches_clues,is_correct,exact_match_expected,cells_match_expected,total_cells,extract_time,solve_time
4,63,0.9375,False,False,False,False,0,16,0.006817817687988281,0.0028688907623291016
4,64,1.0,True,True,True,True,16,16,0.006228923797607422,0.004813194274902344
4,65,1.0,True,True,True,True,16,16,0.005836009979248047,0.0046198368072509766
4,66,1.0,True,True,True,True,16,16,0.0063970088958740234,0.004831075668334961
4,67,1.0,True,True,True,True,16,16,0.006343841552734375,0.0046770572662353516
4,68,1.0,True,True,True,True,16,16,0.005657196044921875,0.004617214202880859
4,69,1.0,True,True,True,True,16,16,0.005806922912597656,0.004570960998535156
4,70,1.0,True,True,True,True,16,16,0.0056400299072265625,0.004667758941650391
4,71,1.0,True,True,True,True,16,16,0.005650043487548828,0.0045549869537353516
4,72,1.0,True,True,True,True,16,16,0.0054779052734375,0.004622220993041992
4,73,1.0,True,True,True,True,16,16,0.0058879852294921875,0.004804134368896484
4,74,0.9375,False,False,False,False,0,16,0.006890058517456055,0.0028798580169677734
4,75,1.0,True,True,True,True,16,16,0.0061419010162353516,0.0049097537994384766
4,76,1.0,True,True,True,True,16,16,0.006546974182128906,0.00477290153503418
4,77,0.9375,False,False,False,False,0,16,0.006223917007446289,0.002949953079223633
4,78,0.9375,False,False,False,False,0,16,0.006446123123168945,0.0030841827392578125
4,79,1.0,True,True,True,True,16,16,0.005714893341064453,0.005043983459472656
4,80,1.0,True,True,True,True,16,16,0.006833076477050781,0.004559993743896484
4,81,1.0,True,True,True,True,16,16,0.005323171615600586,0.004755973815917969
4,82,1.0,True,True,True,True,16,16,0.006699085235595703,0.004490852355957031
4,83,1.0,True,True,True,True,16,16,0.006224870681762695,0.004601955413818359
4,84,1.0,True,True,True,True,16,16,0.006323814392089844,0.004803895950317383
4,85,1.0,True,True,True,True,16,16,0.006111860275268555,0.004549980163574219
4,86,1.0,True,True,True,True,16,16,0.006373167037963867,0.004595041275024414
4,87,1.0,True,True,True,True,16,16,0.006227970123291016,0.004697084426879883
4,88,0.9375,False,False,False,False,0,16,0.006055355072021484,0.002820253372192383
4,89,1.0,True,True,True,True,16,16,0.006535053253173828,0.0049517154693603516
4,90,1.0,True,True,True,True,16,16,0.005727052688598633,0.004654884338378906
4,91,1.0,True,True,True,True,16,16,0.00638580322265625,0.004457950592041016
4,92,1.0,True,True,True,True,16,16,0.00535893440246582,0.004709005355834961
4,93,1.0,True,True,True,True,16,16,0.005761146545410156,0.004560947418212891
4,94,1.0,True,True,True,True,16,16,0.00630497932434082,0.004519939422607422
4,95,1.0,True,True,True,True,16,16,0.005956888198852539,0.0045850276947021484
4,96,1.0,True,True,True,True,16,16,0.005671024322509766,0.004614830017089844
4,97,1.0,True,True,True,True,16,16,0.005973100662231445,0.004529714584350586
4,98,1.0,True,True,True,True,16,16,0.00593876838684082,0.004436969757080078
4,99,1.0,True,True,True,True,16,16,0.006719112396240234,0.0046367645263671875
9,0,1.0,True,True,True,True,81,81,0.012550830841064453,0.10769891738891602
9,1,0.9876543209876543,False,False,False,False,0,81,0.013671875,0.010953903198242188
9,2,0.9876543209876543,False,False,False,False,0,81,0.013509273529052734,0.010956048965454102
9,3,1.0,True,True,True,True,81,81,0.012110233306884766,0.1976029872894287
9,4,0.9753086419753086,False,False,False,False,0,81,0.01353597640991211,0.01098489761352539
9,5,1.0,True,True,True,True,81,81,0.013946056365966797,0.19394683837890625
9,6,1.0,True,True,True,True,81,81,0.01402902603149414,0.12278413772583008
9,7,0.9876543209876543,True,True,True,False,77,81,0.014300823211669922,0.1597590446472168
9,8,1.0,True,True,True,True,81,81,0.013499021530151367,0.06879997253417969
9,9,1.0,True,True,True,True,81,81,0.013699054718017578,0.11608695983886719
9,10,1.0,True,True,True,True,81,81,0.013615131378173828,0.12596893310546875
9,11,1.0,True,True,True,True,81,81,0.014253854751586914,0.06657838821411133
9,12,0.9876543209876543,True,True,True,False,63,81,0.014292001724243164,0.06546783447265625
9,13,0.9876543209876543,True,True,True,False,66,81,0.013698816299438477,0.15720081329345703
9,14,1.0,True,True,True,True,81,81,0.014566183090209961,0.15044307708740234
9,15,1.0,True,True,True,True,81,81,0.01384592056274414,0.16189789772033691
9,16,1.0,True,True,True,True,81,81,0.013380289077758789,0.1950080394744873
9,17,1.0,True,True,True,True,81,81,0.015408039093017578,0.17093706130981445
9,18,1.0,True,True,True,True,81,81,0.014561176300048828,0.1081399917602539
9,19,1.0,True,True,True,True,81,81,0.01316213607788086,0.06097412109375
9,20,0.9876543209876543,False,False,False,False,0,81,0.013625860214233398,0.011230945587158203
9,21,1.0,True,True,True,True,81,81,0.013450145721435547,0.19189834594726562
9,22,1.0,True,True,True,True,81,81,0.013873100280761719,0.14063477516174316
9,23,0.9876543209876543,False,False,False,False,0,81,0.015656232833862305,0.011587858200073242
9,24,1.0,True,True,True,True,81,81,0.014790058135986328,0.3058178424835205
9,25,1.0,True,True,True,True,81,81,0.01453709602355957,0.08239006996154785
9,26,1.0,True,True,True,True,81,81,0.014106273651123047,0.1339268684387207
9,27,1.0,True,True,True,True,81,81,0.014694929122924805,0.10631465911865234
9,28,1.0,True,True,True,True,81,81,0.013087987899780273,0.29699110984802246
9,29,1.0,True,True,True,True,81,81,0.014023780822753906,0.16608881950378418
9,30,0.9753086419753086,False,False,False,False,0,81,0.015358209609985352,0.011183023452758789
9,31,1.0,True,True,True,True,81,81,0.012892961502075195,0.09079408645629883
9,32,1.0,True,True,True,True,81,81,0.014197111129760742,0.07356476783752441
9,33,1.0,True,True,True,True,81,81,0.012718915939331055,0.06064176559448242
9,34,1.0,True,True,True,True,81,81,0.014654874801635742,0.14572882652282715
9,35,1.0,True,True,True,True,81,81,0.012809991836547852,0.1473557949066162
9,36,1.0,True,True,True,True,81,81,0.014691829681396484,0.061372995376586914
9,37,1.0,True,True,True,True,81,81,0.013417959213256836,0.1611340045928955
9,38,1.0,True,True,True,True,81,81,0.014946222305297852,0.12072610855102539
9,39,1.0,True,True,True,True,81,81,0.014016866683959961,0.16673493385314941
9,40,1.0,True,True,True,True,81,81,0.014490842819213867,0.15362286567687988
9,41,0.9876543209876543,True,True,True,False,55,81,0.013813972473144531,0.09692215919494629
9,42,1.0,True,True,True,True,81,81,0.014518976211547852,0.11107110977172852
9,43,0.9876543209876543,True,True,True,False,51,81,0.013276100158691406,0.1629781723022461
9,44,0.9876543209876543,True,True,True,False,47,81,0.014018058776855469,0.11272907257080078
9,45,1.0,True,True,True,True,81,81,0.013922929763793945,0.14273691177368164
9,46,1.0,True,True,True,True,81,81,0.013985157012939453,0.14788198471069336
9,47,1.0,True,True,True,True,81,81,0.013063907623291016,0.12369298934936523
9,48,0.9876543209876543,False,False,False,False,0,81,0.013729095458984375,0.011228799819946289
9,49,1.0,True,True,True,True,81,81,0.011891841888427734,0.08029007911682129
9,50,1.0,True,True,True,True,81,81,0.013573884963989258,0.0761420726776123
9,51,1.0,True,True,True,True,81,81,0.01226663589477539,0.15745019912719727
9,52,1.0,True,True,True,True,81,81,0.01462697982788086,0.06033205986022949
9,53,1.0,True,True,True,True,81,81,0.012607812881469727,0.15384793281555176
9,54,1.0,True,True,True,True,81,81,0.014465093612670898,0.06502509117126465
9,55,0.9876543209876543,False,False,False,False,0,81,0.01251220703125,0.011128902435302734
9,56,1.0,True,True,True,True,81,81,0.013702154159545898,0.11004805564880371
9,57,1.0,True,True,True,True,81,81,0.01581096649169922,0.17904281616210938
9,58,1.0,True,True,True,True,81,81,0.016453981399536133,0.16249680519104004
9,59,1.0,True,True,True,True,81,81,0.0143890380859375,0.11173295974731445
9,60,1.0,True,True,True,True,81,81,0.014721870422363281,0.11037302017211914
9,61,0.9876543209876543,False,False,False,False,0,81,0.01277017593383789,0.01415705680847168
9,62,1.0,True,True,True,True,81,81,0.017675161361694336,0.11490511894226074
9,63,1.0,True,True,True,True,81,81,0.01446390151977539,0.1786479949951172
9,64,1.0,True,True,True,True,81,81,0.012948989868164062,0.14812707901000977
9,65,1.0,True,True,True,True,81,81,0.015645980834960938,0.18829631805419922
9,66,1.0,True,True,True,True,81,81,0.012027978897094727,0.1885669231414795
9,67,1.0,True,True,True,True,81,81,0.013557910919189453,0.11213994026184082
9,68,1.0,True,True,True,True,81,81,0.015092134475708008,0.2978479862213135
9,69,0.9876543209876543,True,True,True,False,43,81,0.015002965927124023,0.07231283187866211
9,70,0.9876543209876543,True,True,True,False,73,81,0.015280008316040039,0.12628483772277832
9,71,1.0,True,True,True,True,81,81,0.014701128005981445,0.07819175720214844
9,72,0.9753086419753086,False,False,False,False,0,81,0.014636039733886719,0.01117706298828125
9,73,0.9753086419753086,False,False,False,False,0,81,0.014369010925292969,0.01137995719909668
9,74,1.0,True,True,True,True,81,81,0.012707233428955078,0.07123184204101562
9,75,1.0,True,True,True,True,81,81,0.013974666595458984,0.18266892433166504
9,76,0.9876543209876543,False,False,False,False,0,81,0.01479792594909668,0.021230697631835938
9,77,1.0,True,True,True,True,81,81,0.014060020446777344,0.1485586166381836
9,78,1.0,True,True,True,True,81,81,0.015336036682128906,0.16832685470581055
9,79,1.0,True,True,True,True,81,81,0.013612031936645508,0.10486388206481934
9,80,1.0,True,True,True,True,81,81,0.014135122299194336,0.0684659481048584
9,81,1.0,True,True,True,True,81,81,0.01435995101928711,0.09173202514648438
9,82,1.0,True,True,True,True,81,81,0.013470172882080078,0.07914304733276367
9,83,1.0,True,True,True,True,81,81,0.01423192024230957,0.0970449447631836
9,84,1.0,True,True,True,True,81,81,0.013847112655639648,0.09457898139953613
9,85,0.9876543209876543,False,False,False,False,0,81,0.014441967010498047,0.011143922805786133
9,86,1.0,True,True,True,True,81,81,0.013424873352050781,0.20723199844360352
9,87,1.0,True,True,True,True,81,81,0.014670133590698242,0.1414952278137207
9,88,1.0,True,True,True,True,81,81,0.015876054763793945,0.06189107894897461
9,89,0.9876543209876543,False,False,False,False,0,81,0.015665292739868164,0.011406183242797852
9,90,1.0,True,True,True,True,81,81,0.013696908950805664,0.0864410400390625
9,91,1.0,True,True,True,True,81,81,0.014382123947143555,0.08125162124633789
9,92,1.0,True,True,True,True,81,81,0.01318812370300293,0.06222414970397949
9,93,1.0,True,True,True,True,81,81,0.013699769973754883,0.1625831127166748
9,94,0.9876543209876543,False,False,False,False,0,81,0.014980792999267578,0.011096954345703125
9,95,1.0,True,True,True,True,81,81,0.014636039733886719,0.18152427673339844
9,96,0.9876543209876543,True,True,True,False,49,81,0.014244794845581055,0.06946301460266113
9,97,1.0,True,True,True,True,81,81,0.013537883758544922,0.17877817153930664
9,98,1.0,True,True,True,True,81,81,0.013490915298461914,0.17803025245666504
9,99,0.9876543209876543,True,True,True,False,66,81,0.013281106948852539,0.17008519172668457
