size,puzzle_index,filename,size_detected,size_correct,solved,solve_time_ms,error_type,error_message
3,0,./board_images/board3_0.png,3,True,True,299.2870807647705,none,
3,1,./board_images/board3_1.png,3,True,True,215.20304679870605,none,
3,2,./board_images/board3_2.png,3,True,True,219.3930149078369,none,
3,3,./board_images/board3_3.png,3,True,True,215.31319618225098,none,
3,4,./board_images/board3_4.png,3,True,True,224.32208061218262,none,
3,5,./board_images/board3_5.png,3,True,True,217.67210960388184,none,
3,6,./board_images/board3_6.png,3,True,True,216.74704551696777,none,
3,7,./board_images/board3_7.png,3,True,True,284.58714485168457,none,
3,8,./board_images/board3_8.png,3,True,True,419.1477298736572,none,
3,9,./board_images/board3_9.png,3,True,True,302.91199684143066,none,
3,10,./board_images/board3_10.png,3,True,True,221.39906883239746,none,
3,11,./board_images/board3_11.png,3,True,True,219.38085556030273,none,
3,12,./board_images/board3_12.png,3,True,True,218.96815299987793,none,
3,13,./board_images/board3_13.png,3,True,True,217.32306480407715,none,
3,14,./board_images/board3_14.png,3,True,True,241.6532039642334,none,
3,15,./board_images/board3_15.png,3,True,True,215.53468704223633,none,
3,16,./board_images/board3_16.png,3,True,True,221.95982933044434,none,
3,17,./board_images/board3_17.png,3,True,True,222.40304946899414,none,
3,18,./board_images/board3_18.png,3,True,True,227.63681411743164,none,
3,19,./board_images/board3_19.png,3,True,True,222.8538990020752,none,
3,20,./board_images/board3_20.png,3,True,True,225.72016716003418,none,
3,21,./board_images/board3_21.png,3,True,True,230.92889785766602,none,
3,22,./board_images/board3_22.png,3,True,True,223.419189453125,none,
3,23,./board_images/board3_23.png,3,True,True,225.5992889404297,none,
3,24,./board_images/board3_24.png,3,True,True,221.25577926635742,none,
3,25,./board_images/board3_25.png,3,True,True,226.90200805664062,none,
3,26,./board_images/board3_26.png,3,True,True,223.32525253295898,none,
3,27,./board_images/board3_27.png,3,True,True,214.35809135437012,none,
3,28,./board_images/board3_28.png,3,True,True,218.5351848602295,none,
3,29,./board_images/board3_29.png,3,True,True,215.7890796661377,none,
3,30,./board_images/board3_30.png,3,True,True,231.41813278198242,none,
3,31,./board_images/board3_31.png,3,True,True,241.19305610656738,none,
3,32,./board_images/board3_32.png,3,True,True,286.90218925476074,none,
3,33,./board_images/board3_33.png,3,True,True,239.6700382232666,none,
3,34,./board_images/board3_34.png,3,True,True,225.59690475463867,none,
3,35,./board_images/board3_35.png,3,True,True,226.16171836853027,none,
3,36,./board_images/board3_36.png,3,True,True,213.75107765197754,none,
3,37,./board_images/board3_37.png,3,True,True,216.59374237060547,none,
3,38,./board_images/board3_38.png,3,True,True,224.96891021728516,none,
3,39,./board_images/board3_39.png,3,True,True,227.6630401611328,none,
3,40,./board_images/board3_40.png,3,True,True,217.36788749694824,none,
3,41,./board_images/board3_41.png,3,True,True,216.1691188812256,none,
3,42,./board_images/board3_42.png,3,True,True,220.75796127319336,none,
3,43,./board_images/board3_43.png,3,True,True,220.95727920532227,none,
3,44,./board_images/board3_44.png,3,True,True,225.02398490905762,none,
3,45,./board_images/board3_45.png,3,True,True,213.70697021484375,none,
3,46,./board_images/board3_46.png,3,True,True,216.8262004852295,none,
3,47,./board_images/board3_47.png,3,True,True,211.8539810180664,none,
3,48,./board_images/board3_48.png,3,True,True,219.09713745117188,none,
3,49,./board_images/board3_49.png,3,True,True,213.40489387512207,none,
3,50,./board_images/board3_50.png,3,True,True,212.07618713378906,none,
3,51,./board_images/board3_51.png,3,True,True,218.76215934753418,none,
3,52,./board_images/board3_52.png,3,True,True,257.335901260376,none,
3,53,./board_images/board3_53.png,3,True,True,289.9200916290283,none,
3,54,./board_images/board3_54.png,3,True,True,275.0368118286133,none,
3,55,./board_images/board3_55.png,3,True,True,237.04195022583008,none,
3,56,./board_images/board3_56.png,3,True,True,237.79821395874023,none,
3,57,./board_images/board3_57.png,3,True,True,225.89373588562012,none,
3,58,./board_images/board3_58.png,3,True,True,220.56293487548828,none,
3,59,./board_images/board3_59.png,3,True,True,223.03366661071777,none,
3,60,./board_images/board3_60.png,3,True,True,220.30305862426758,none,
3,61,./board_images/board3_61.png,3,True,True,209.7320556640625,none,
3,62,./board_images/board3_62.png,3,True,True,214.1120433807373,none,
3,63,./board_images/board3_63.png,3,True,True,215.30413627624512,none,
3,64,./board_images/board3_64.png,3,True,True,234.1439723968506,none,
3,65,./board_images/board3_65.png,3,True,True,223.31595420837402,none,
3,66,./board_images/board3_66.png,3,True,True,274.53017234802246,none,
3,67,./board_images/board3_67.png,3,True,True,286.0867977142334,none,
3,68,./board_images/board3_68.png,3,True,True,276.7360210418701,none,
3,69,./board_images/board3_69.png,3,True,True,222.57375717163086,none,
3,70,./board_images/board3_70.png,3,True,True,225.82602500915527,none,
3,71,./board_images/board3_71.png,3,True,True,217.71979331970215,none,
3,72,./board_images/board3_72.png,3,True,True,217.9117202758789,none,
3,73,./board_images/board3_73.png,3,True,True,231.20689392089844,none,
3,74,./board_images/board3_74.png,3,True,True,243.79587173461914,none,
3,75,./board_images/board3_75.png,3,True,True,272.5560665130615,none,
3,76,./board_images/board3_76.png,3,True,True,272.144079208374,none,
3,77,./board_images/board3_77.png,3,True,True,619.0440654754639,none,
3,78,./board_images/board3_78.png,3,True,True,296.8769073486328,none,
3,79,./board_images/board3_79.png,3,True,True,220.76010704040527,none,
3,80,./board_images/board3_80.png,3,True,True,294.35014724731445,none,
3,81,./board_images/board3_81.png,3,True,True,220.61800956726074,none,
3,82,./board_images/board3_82.png,3,True,True,218.0652618408203,none,
3,83,./board_images/board3_83.png,3,True,True,225.8930206298828,none,
3,84,./board_images/board3_84.png,3,True,True,223.59585762023926,none,
3,85,./board_images/board3_85.png,3,True,True,264.1448974609375,none,
3,86,./board_images/board3_86.png,3,True,True,284.26098823547363,none,
3,87,./board_images/board3_87.png,3,True,True,250.56982040405273,none,
3,88,./board_images/board3_88.png,3,True,True,225.03185272216797,none,
3,89,./board_images/board3_89.png,3,True,True,223.2520580291748,none,
3,90,./board_images/board3_90.png,3,True,True,217.87214279174805,none,
3,91,./board_images/board3_91.png,3,True,True,234.22884941101074,none,
3,92,./board_images/board3_92.png,3,True,True,252.02417373657227,none,
3,93,./board_images/board3_93.png,3,True,True,227.07605361938477,none,
3,94,./board_images/board3_94.png,3,True,True,241.1971092224121,none,
3,95,./board_images/board3_95.png,3,True,True,286.6389751434326,none,
3,96,./board_images/board3_96.png,3,True,True,254.09197807312012,none,
3,97,./board_images/board3_97.png,3,True,True,216.6578769683838,none,
3,98,./board_images/board3_98.png,3,True,True,264.20116424560547,none,
3,99,./board_images/board3_99.png,3,True,True,226.11594200134277,none,
4,0,./board_images/board4_0.png,4,True,True,289.4730567932129,none,
4,1,./board_images/board4_1.png,4,True,True,355.28087615966797,none,
4,2,./board_images/board4_2.png,4,True,True,294.88086700439453,none,
4,3,./board_images/board4_3.png,4,True,True,417.24610328674316,none,
4,4,./board_images/board4_4.png,4,True,True,321.5899467468262,none,
4,5,./board_images/board4_5.png,4,True,True,307.45601654052734,none,
4,6,./board_images/board4_6.png,4,True,True,351.22203826904297,none,
4,7,./board_images/board4_7.png,4,True,True,279.6018123626709,none,
4,8,./board_images/board4_8.png,4,True,True,325.3817558288574,none,
4,9,./board_images/board4_9.png,4,True,True,334.352970123291,none,
4,10,./board_images/board4_10.png,4,True,True,318.74918937683105,none,
4,11,./board_images/board4_11.png,4,True,True,270.9510326385498,none,
4,12,./board_images/board4_12.png,4,True,True,314.7459030151367,none,
4,13,./board_images/board4_13.png,4,True,True,377.2890567779541,none,
4,14,./board_images/board4_14.png,4,True,True,296.74291610717773,none,
4,15,./board_images/board4_15.png,4,True,True,285.22777557373047,none,
4,16,./board_images/board4_16.png,4,True,True,257.066011428833,none,
4,17,./board_images/board4_17.png,4,True,True,289.0479564666748,none,
4,18,./board_images/board4_18.png,4,True,True,279.77585792541504,none,
4,19,./board_images/board4_19.png,4,True,True,260.5550289154053,none,
4,20,./board_images/board4_20.png,4,True,True,276.74007415771484,none,
4,21,./board_images/board4_21.png,4,True,True,261.2450122833252,none,
4,22,./board_images/board4_22.png,4,True,True,283.91075134277344,none,
4,23,./board_images/board4_23.png,4,True,True,469.77901458740234,none,
4,24,./board_images/board4_24.png,4,True,True,280.7281017303467,none,
4,25,./board_images/board4_25.png,4,True,True,329.2410373687744,none,
4,26,./board_images/board4_26.png,4,True,True,311.9199275970459,none,
4,27,./board_images/board4_27.png,4,True,True,276.8130302429199,none,
4,28,./board_images/board4_28.png,4,True,True,325.2451419830322,none,
4,29,./board_images/board4_29.png,4,True,True,430.50599098205566,none,
4,30,./board_images/board4_30.png,4,True,True,366.1959171295166,none,
4,31,./board_images/board4_31.png,4,True,True,303.3409118652344,none,
4,32,./board_images/board4_32.png,4,True,True,443.0058002471924,none,
4,33,./board_images/board4_33.png,4,True,True,558.5529804229736,none,
4,34,./board_images/board4_34.png,4,True,True,417.4990653991699,none,
4,35,./board_images/board4_35.png,4,True,True,373.2643127441406,none,
4,36,./board_images/board4_36.png,4,True,True,448.8098621368408,none,
4,37,./board_images/board4_37.png,4,True,True,335.36481857299805,none,
4,38,./board_images/board4_38.png,4,True,True,302.1368980407715,none,
4,39,./board_images/board4_39.png,4,True,True,321.97093963623047,none,
4,40,./board_images/board4_40.png,4,True,True,289.9000644683838,none,
4,41,./board_images/board4_41.png,4,True,True,320.7812309265137,none,
4,42,./board_images/board4_42.png,4,True,True,306.76817893981934,none,
4,43,./board_images/board4_43.png,4,True,True,302.34479904174805,none,
4,44,./board_images/board4_44.png,4,True,True,291.5618419647217,none,
4,45,./board_images/board4_45.png,4,True,True,313.9970302581787,none,
4,46,./board_images/board4_46.png,4,True,True,357.3760986328125,none,
4,47,./board_images/board4_47.png,4,True,True,276.0300636291504,none,
4,48,./board_images/board4_48.png,4,True,True,273.3030319213867,none,
4,49,./board_images/board4_49.png,4,True,True,282.25207328796387,none,
4,50,./board_images/board4_50.png,4,True,True,290.93408584594727,none,
4,51,./board_images/board4_51.png,4,True,True,272.68099784851074,none,
4,52,./board_images/board4_52.png,4,True,True,296.314001083374,none,
4,53,./board_images/board4_53.png,4,True,True,271.78311347961426,none,
4,54,./board_images/board4_54.png,4,True,True,264.6493911743164,none,
4,55,./board_images/board4_55.png,4,True,True,302.8149604797363,none,
4,56,./board_images/board4_56.png,4,True,True,286.8170738220215,none,
4,57,./board_images/board4_57.png,4,True,True,288.8193130493164,none,
4,58,./board_images/board4_58.png,4,True,True,445.465087890625,none,
4,59,./board_images/board4_59.png,4,True,True,383.7623596191406,none,
4,60,./board_images/board4_60.png,4,True,True,573.9917755126953,none,
4,61,./board_images/board4_61.png,4,True,True,418.0107116699219,none,
4,62,./board_images/board4_62.png,4,True,True,335.71314811706543,none,
4,63,./board_images/board4_63.png,4,True,True,311.88511848449707,none,
4,64,./board_images/board4_64.png,4,True,True,334.84697341918945,none,
4,65,./board_images/board4_65.png,4,True,True,328.1068801879883,none,
4,66,./board_images/board4_66.png,4,True,True,372.80988693237305,none,
4,67,./board_images/board4_67.png,4,True,True,317.38877296447754,none,
4,68,./board_images/board4_68.png,4,True,True,323.34089279174805,none,
4,69,./board_images/board4_69.png,4,True,True,321.3179111480713,none,
4,70,./board_images/board4_70.png,4,True,True,316.9219493865967,none,
4,71,./board_images/board4_71.png,4,True,True,287.1370315551758,none,
4,72,./board_images/board4_72.png,4,True,True,287.40501403808594,none,
