puzzle_idx,extraction_accuracy,is_valid_solution,matches_clues,is_correct,exact_match_expected,cells_match_expected,total_cells,extract_time,solve_time
31,0.98828125,False,False,False,False,0,256,0.06811904907226562,0.04148077964782715
32,0.9765625,False,False,False,False,0,256,0.06415295600891113,0.04119610786437988
33,0.98046875,False,False,False,False,0,256,0.06674408912658691,0.040724992752075195
34,0.99609375,False,False,False,False,0,256,0.06622910499572754,0.10849189758300781
35,1.0,True,True,True,True,256,256,0.06859588623046875,0.3014068603515625
36,0.9921875,False,False,False,False,0,256,0.0674581527709961,0.041259765625
37,0.99609375,False,False,False,False,0,256,0.06703996658325195,0.0407109260559082
38,0.9921875,False,False,False,False,0,256,0.06730914115905762,0.04331398010253906
39,0.984375,False,False,False,False,0,256,0.06498003005981445,0.04117012023925781
40,0.98828125,False,False,False,False,0,256,0.06794428825378418,0.04188895225524902
41,0.984375,False,False,False,False,0,256,0.06469607353210449,0.04027581214904785
42,0.98828125,False,False,False,False,0,256,0.06339406967163086,0.04091310501098633
43,0.984375,False,False,False,False,0,256,0.06908512115478516,0.04047107696533203
44,0.98828125,False,False,False,False,0,256,0.06464099884033203,0.04105663299560547
45,0.984375,False,False,False,False,0,256,0.06534385681152344,0.04090690612792969
46,0.984375,False,False,False,False,0,256,0.06570577621459961,0.040914058685302734
47,0.98828125,False,False,False,False,0,256,0.06627202033996582,0.040753841400146484
48,0.98828125,False,False,False,False,0,256,0.06862092018127441,0.04169893264770508
49,0.9921875,False,False,False,False,0,256,0.06684112548828125,0.040786027908325195
50,1.0,True,True,True,True,256,256,0.06682801246643066,0.6879570484161377
51,0.99609375,False,False,False,False,0,256,0.07403922080993652,0.09483909606933594
52,0.99609375,False,False,False,False,0,256,0.06764411926269531,0.16306781768798828
53,0.9765625,False,False,False,False,0,256,0.06524491310119629,0.04116702079772949
54,0.98828125,False,False,False,False,0,256,0.06473898887634277,0.04149198532104492
55,0.98828125,False,False,False,False,0,256,0.06475019454956055,0.04158282279968262
56,0.99609375,False,False,False,False,0,256,0.06607794761657715,0.04124784469604492
57,0.98046875,False,False,False,False,0,256,0.07047104835510254,0.04138970375061035
58,0.98828125,False,False,False,False,0,256,0.06969094276428223,0.044241905212402344
59,0.98828125,False,False,False,False,0,256,0.06759119033813477,0.04237699508666992
60,0.9921875,False,False,False,False,0,256,0.06743192672729492,0.04113912582397461
61,0.98046875,False,False,False,False,0,256,0.06890106201171875,0.04158306121826172
62,0.9921875,False,False,False,False,0,256,0.07179069519042969,0.04894113540649414
63,0.9921875,False,False,False,False,0,256,0.07506990432739258,0.08553290367126465
64,0.9921875,False,False,False,False,0,256,0.06411886215209961,0.04235100746154785
65,0.98046875,False,False,False,False,0,256,0.06724929809570312,0.04836606979370117
66,0.98046875,False,False,False,False,0,256,0.09118795394897461,0.04651999473571777
67,0.98828125,False,False,False,False,0,256,0.10684323310852051,0.04759621620178223
68,0.984375,False,False,False,False,0,256,0.10326623916625977,0.04548811912536621
69,0.98046875,False,False,False,False,0,256,0.07788300514221191,0.04279518127441406
70,0.9921875,False,False,False,False,0,256,0.06096005439758301,0.04104804992675781
71,0.984375,False,False,False,False,0,256,0.06427431106567383,0.04134488105773926
72,0.9921875,False,False,False,False,0,256,0.06464910507202148,0.05814719200134277
73,0.9921875,False,False,False,False,0,256,0.10634493827819824,0.04586601257324219
74,1.0,True,True,True,True,256,256,0.06870913505554199,0.8805522918701172
75,0.99609375,False,False,False,False,0,256,0.08497500419616699,0.04565930366516113
76,1.0,True,True,True,True,256,256,0.06505990028381348,0.9144439697265625
77,0.98046875,False,False,False,False,0,256,0.06532692909240723,0.04115462303161621
78,0.98828125,False,False,False,False,0,256,0.06801390647888184,0.04097390174865723
79,0.9765625,False,False,False,False,0,256,0.06885290145874023,0.041365861892700195
80,0.9921875,False,False,False,False,0,256,0.0655059814453125,0.04132890701293945
81,0.9921875,False,False,False,False,0,256,0.06709694862365723,0.041605234146118164
82,0.98828125,False,False,False,False,0,256,0.06374716758728027,0.040582895278930664
83,1.0,True,True,True,True,256,256,0.06932210922241211,0.4595770835876465
84,0.984375,False,False,False,False,0,256,0.06703066825866699,0.04237222671508789
85,0.9921875,False,False,False,False,0,256,0.06886124610900879,0.10880613327026367
86,0.984375,False,False,False,False,0,256,0.08409404754638672,0.04081273078918457
87,0.984375,False,False,False,False,0,256,0.07074809074401855,0.04120922088623047
88,0.9921875,False,False,False,False,0,256,0.06919026374816895,0.04256105422973633
