puzzle_id,size,size_detected,size_correct,num_cages_expected,num_cages_detected,solved,solve_time_ms
36,7,7,True,16,16,False,260.03217697143555
37,7,7,True,17,17,False,257.094144821167
38,7,7,True,17,17,False,244.66681480407715
39,7,7,True,17,17,False,241.79887771606445
40,7,7,True,17,17,False,248.63195419311523
41,7,7,True,19,19,False,241.3179874420166
42,7,7,True,16,16,False,246.873140335083
43,7,7,True,19,19,False,252.87890434265137
44,7,7,True,18,18,False,264.86706733703613
45,7,7,True,16,16,False,261.3108158111572
46,7,7,True,16,16,False,263.9899253845215
47,7,7,True,17,17,False,260.8757019042969
48,7,7,True,19,19,False,311.13409996032715
49,7,7,True,18,18,False,336.55285835266113
50,7,7,True,18,18,False,307.9040050506592
51,7,7,True,19,19,False,309.9808692932129
52,7,7,True,16,16,False,271.60191535949707
53,7,7,True,18,18,False,282.32502937316895
54,7,7,True,17,17,False,284.90591049194336
55,7,7,True,18,18,False,301.5921115875244
56,7,7,True,17,17,False,294.9090003967285
57,7,7,True,18,18,False,290.3461456298828
58,7,7,True,17,17,False,270.200252532959
59,7,7,True,16,16,False,261.9011402130127
60,7,7,True,17,17,False,265.80190658569336
61,7,7,True,17,17,False,264.97387886047363
62,7,7,True,18,18,False,260.7848644256592
63,7,7,True,18,18,False,260.3471279144287
64,7,7,True,17,17,False,257.0488452911377
65,7,7,True,18,18,False,261.4121437072754
66,7,7,True,18,18,False,271.7881202697754
67,7,7,True,17,17,False,260.85400581359863
68,7,7,True,19,19,False,266.98899269104004
69,7,7,True,19,24,False,261.28602027893066
70,7,7,True,17,17,False,263.25392723083496
71,7,7,True,18,18,False,243.35098266601562
72,7,7,True,19,19,False,248.54612350463867
73,7,7,True,18,18,False,256.03580474853516
74,7,7,True,18,18,False,267.2402858734131
75,7,7,True,17,17,False,260.2078914642334
76,7,7,True,17,17,False,259.9310874938965
77,7,7,True,17,17,False,265.92373847961426
78,7,7,True,17,17,False,264.2500400543213
79,7,7,True,17,17,False,254.47511672973633
80,7,7,True,19,19,False,256.65926933288574
81,7,7,True,17,17,False,250.95415115356445
82,7,7,True,16,16,False,250.626802444458
83,7,7,True,17,17,False,255.49578666687012
84,7,7,True,21,21,False,262.30502128601074
85,7,7,True,15,21,False,261.83128356933594
86,7,7,True,21,21,False,267.2569751739502
87,7,7,True,17,16,False,262.91418075561523
88,7,7,True,20,20,False,261.49868965148926
89,7,7,True,18,18,False,263.1716728210449
90,7,7,True,18,18,False,263.3190155029297
91,7,7,True,17,17,False,269.03295516967773
92,7,7,True,18,18,False,260.0538730621338
93,7,7,True,18,18,False,265.78474044799805
94,7,7,True,17,17,False,274.69706535339355
95,7,7,True,18,18,False,329.0140628814697
96,7,7,True,18,18,False,281.8119525909424
97,7,7,True,18,18,False,272.77278900146484
98,7,7,True,18,18,False,276.89099311828613
99,7,7,True,18,17,False,272.89700508117676
0,9,6,False,29,9,True,277.5380611419678
1,9,6,False,32,9,True,279.3159484863281
2,9,6,False,29,8,True,271.87085151672363
3,9,6,False,29,9,True,275.6960391998291
4,9,6,False,31,8,True,270.827054977417
5,9,6,False,31,7,True,260.7259750366211
6,9,6,False,29,9,True,267.5149440765381
7,9,6,False,28,8,True,260.9140872955322
8,9,6,False,32,9,True,264.8918628692627
9,9,6,False,29,7,True,277.2107124328613
10,9,6,False,30,7,True,262.58182525634766
11,9,6,False,30,6,False,252.9139518737793
12,9,6,False,30,7,True,286.0760688781738
13,9,6,False,27,7,True,294.82293128967285
14,9,6,False,30,7,True,300.307035446167
15,9,6,False,29,8,True,308.2718849182129
16,9,6,False,30,6,True,309.33237075805664
17,9,6,False,28,8,True,314.20207023620605
18,9,6,False,32,9,True,318.82596015930176
19,9,6,False,31,7,False,267.98009872436523
20,9,6,False,29,7,True,277.6470184326172
21,9,6,False,30,9,True,278.06711196899414
22,9,6,False,30,8,True,283.4510803222656
23,9,6,False,30,7,True,275.38108825683594
24,9,6,False,28,9,False,265.4378414154053
25,9,6,False,29,9,True,274.48511123657227
26,9,6,False,27,8,True,273.3011245727539
27,9,6,False,29,8,True,272.88007736206055
28,9,6,False,30,8,True,275.61497688293457
29,9,6,False,31,9,True,273.8468647003174
30,9,6,False,30,9,True,283.13398361206055
31,9,6,False,31,8,True,309.94296073913574
32,9,6,False,27,8,True,279.1581153869629
33,9,6,False,29,8,True,279.19816970825195
34,9,6,False,29,9,True,280.20286560058594
35,9,6,False,31,7,False,273.500919342041
36,9,6,False,29,6,True,297.2369194030762
37,9,6,False,35,8,True,308.61496925354004
38,9,6,False,30,7,True,297.76597023010254
39,9,6,False,30,9,True,298.2180118560791
40,9,6,False,27,7,True,286.59772872924805
41,9,6,False,29,8,True,313.11798095703125
42,9,6,False,31,8,True,282.559871673584
43,9,6,False,29,8,True,284.25002098083496
44,9,6,False,31,8,True,283.7839126586914
45,9,6,False,30,7,True,289.050817489624
46,9,6,False,24,8,True,309.04126167297363
47,9,6,False,30,7,True,298.56109619140625
48,9,6,False,29,9,True,304.5012950897217
49,9,6,False,32,8,True,319.93794441223145
50,9,6,False,32,7,True,315.554141998291
51,9,6,False,31,8,True,304.8691749572754
52,9,6,False,29,7,True,304.6119213104248
53,9,6,False,31,8,True,310.05287170410156
54,9,6,False,28,7,True,323.106050491333
55,9,6,False,28,8,True,314.29600715637207
56,9,6,False,28,8,False,280.15804290771484
57,9,6,False,28,7,True,294.79503631591797
58,9,6,False,31,8,True,352.48708724975586
59,9,6,False,30,9,True,291.032075881958
60,9,6,False,29,9,False,278.4380912780762
61,9,6,False,29,8,True,286.592960357666
62,9,6,False,31,6,True,293.3769226074219
63,9,6,False,28,9,True,292.421817779541
64,9,6,False,31,8,True,288.07997703552246
65,9,6,False,32,8,True,279.893159866333
66,9,6,False,30,7,True,292.01221466064453
67,9,6,False,32,9,True,279.70099449157715
68,9,6,False,31,9,True,278.9120674133301
69,9,6,False,29,8,True,276.0908603668213
70,9,6,False,28,7,True,265.8560276031494
71,9,6,False,30,8,True,262.8669738769531
72,9,6,False,30,6,True,273.453950881958
73,9,6,False,30,9,True,278.972864151001
74,9,6,False,27,9,False,270.9989547729492
75,9,6,False,30,9,True,293.89309883117676
76,9,6,False,30,6,True,301.5580177307129
77,9,6,False,29,9,False,276.1852741241455
78,9,6,False,31,9,True,277.39477157592773
79,9,6,False,31,8,True,323.2309818267822
80,9,6,False,30,9,True,325.3920078277588
81,9,6,False,32,8,True,359.01474952697754
82,9,6,False,31,9,True,332.6120376586914
83,9,6,False,27,8,False,264.7569179534912
84,9,6,False,31,9,True,352.51808166503906
85,9,6,False,31,8,True,353.5571098327637
86,9,6,False,30,8,True,355.46278953552246
87,9,6,False,31,8,True,352.6017665863037
88,9,6,False,29,8,True,351.8702983856201
89,9,6,False,26,9,True,360.92114448547363
90,9,6,False,29,8,True,364.4599914550781
91,9,6,False,31,8,True,371.4029788970947
92,9,6,False,30,7,True,370.52106857299805
93,9,6,False,29,7,True,368.0868148803711
94,9,6,False,31,7,True,359.8189353942871
95,9,6,False,30,8,False,260.3731155395508
96,9,6,False,28,8,True,275.57826042175293
97,9,6,False,30,9,True,294.6901321411133
98,9,6,False,29,9,True,316.8220520019531
99,9,6,False,32,9,True,316.50805473327637
