puzzle_idx,extraction_accuracy,is_valid_solution,matches_clues,is_correct,cells_match_expected,total_cells,extract_time,solve_time
29,1.0,True,True,True,218,256,0.04996514320373535,1.2387330532073975
30,1.0,True,True,True,231,256,0.04459810256958008,0.43321800231933594
31,1.0,True,True,True,223,256,0.0451662540435791,0.42758989334106445
32,1.0,True,True,True,213,256,0.04490399360656738,1.120582103729248
33,1.0,True,True,True,221,256,0.0446619987487793,0.860410213470459
34,1.0,True,True,True,241,256,0.04464912414550781,0.7353451251983643
35,1.0,True,True,True,202,256,0.04378700256347656,0.370851993560791
36,1.0,True,True,True,228,256,0.042865753173828125,1.3040528297424316
37,1.0,True,True,True,212,256,0.04545092582702637,1.706300973892212
38,1.0,True,True,True,220,256,0.04422712326049805,1.5264840126037598
39,1.0,True,True,True,227,256,0.05396008491516113,0.3934471607208252
40,1.0,True,True,True,249,256,0.04416012763977051,0.7359969615936279
41,1.0,True,True,True,213,256,0.04452991485595703,2.0382080078125
42,1.0,True,True,True,221,256,0.044068098068237305,0.6909289360046387
43,1.0,True,True,True,203,256,0.04427003860473633,2.015968084335327
44,1.0,True,True,True,240,256,0.04944896697998047,0.6290609836578369
45,1.0,True,True,True,235,256,0.043356895446777344,0.7998571395874023
46,1.0,True,True,True,235,256,0.04461979866027832,1.1841390132904053
47,1.0,True,True,True,222,256,0.04388093948364258,1.245286226272583
48,1.0,True,True,True,241,256,0.04423379898071289,0.8778858184814453
49,1.0,True,True,True,238,256,0.04484391212463379,0.4249122142791748
50,1.0,True,True,True,199,256,0.04419898986816406,1.6092207431793213
51,1.0,True,True,True,223,256,0.07376909255981445,0.9706332683563232
52,1.0,True,True,True,224,256,0.04436993598937988,0.7918450832366943
53,1.0,True,True,True,209,256,0.04836893081665039,0.9846351146697998
54,1.0,True,True,True,227,256,0.04361915588378906,0.9800140857696533
55,1.0,True,True,True,231,256,0.045393943786621094,1.0546290874481201
56,1.0,True,True,True,231,256,0.04345297813415527,1.0772368907928467
57,1.0,True,True,True,225,256,0.0495150089263916,1.8984758853912354
58,1.0,True,True,True,227,256,0.06298494338989258,0.9955801963806152
59,1.0,True,True,True,242,256,0.05042099952697754,1.1277518272399902
60,1.0,True,True,True,231,256,0.04771280288696289,0.6772880554199219
61,1.0,True,True,True,230,256,0.052243947982788086,0.7968599796295166
62,1.0,True,True,True,207,256,0.0514979362487793,0.7218039035797119
63,1.0,True,True,True,238,256,0.04561901092529297,1.1466989517211914
64,1.0,True,True,True,241,256,0.04837298393249512,0.4506051540374756
65,1.0,True,True,True,214,256,0.04420876502990723,0.7152860164642334
66,1.0,True,True,True,233,256,0.04408597946166992,0.6846809387207031
67,1.0,True,True,True,232,256,0.04766583442687988,0.9489350318908691
68,1.0,True,True,True,206,256,0.044270992279052734,1.1798789501190186
69,1.0,True,True,True,199,256,0.044596195220947266,1.710447072982788
70,1.0,True,True,True,244,256,0.04627394676208496,0.8208110332489014
71,1.0,True,True,True,224,256,0.04417896270751953,0.801102876663208
72,1.0,True,True,True,230,256,0.04474902153015137,0.5086162090301514
73,1.0,True,True,True,244,256,0.04438519477844238,0.7404909133911133
74,1.0,True,True,True,233,256,0.051217079162597656,0.8789839744567871
75,1.0,True,True,True,231,256,0.04342198371887207,0.8238949775695801
76,1.0,True,True,True,241,256,0.046173095703125,0.6441988945007324
77,1.0,True,True,True,223,256,0.04410409927368164,0.7111842632293701
78,1.0,True,True,True,196,256,0.04483294486999512,3.7316648960113525
79,1.0,True,True,True,241,256,0.05745410919189453,0.9072272777557373
80,1.0,True,True,True,239,256,0.04909992218017578,0.4277310371398926
81,1.0,True,True,True,210,256,0.049547672271728516,1.2986600399017334
82,1.0,True,True,True,229,256,0.04829907417297363,0.26889777183532715
83,1.0,True,True,True,220,256,0.04379081726074219,3.23028826713562
84,1.0,True,True,True,212,256,0.05143117904663086,1.0324721336364746
85,1.0,True,True,True,214,256,0.04537177085876465,1.169861078262329
86,1.0,True,True,True,234,256,0.04486703872680664,0.5649459362030029
87,1.0,True,True,True,225,256,0.10300111770629883,0.4166698455810547
88,1.0,True,True,True,204,256,0.0491640567779541,0.7130579948425293
89,1.0,True,True,True,242,256,0.04564189910888672,0.7744958400726318
90,1.0,True,True,True,223,256,0.046170711517333984,0.9224979877471924
91,1.0,True,True,True,226,256,0.04374980926513672,0.9871537685394287
92,1.0,True,True,True,249,256,0.09904217720031738,0.5966598987579346
93,1.0,True,True,True,223,256,0.055943965911865234,1.050360918045044
94,1.0,True,True,True,211,256,0.049690961837768555,0.937000036239624
95,1.0,True,True,True,241,256,0.04611706733703613,0.519906759262085
96,1.0,True,True,True,220,256,0.04596710205078125,2.2535622119903564
97,1.0,True,True,True,238,256,0.04523181915283203,0.6900899410247803
98,1.0,True,True,True,232,256,0.043779850006103516,1.2800877094268799
99,1.0,True,True,True,230,256,0.04434609413146973,0.44521379470825195
