puzzle_idx,extraction_accuracy,is_valid_solution,matches_clues,is_correct,exact_match_expected,cells_match_expected,total_cells,extract_time,solve_time
87,1.0,True,True,True,True,256,256,0.061730146408081055,0.46300387382507324
88,1.0,True,True,True,True,256,256,0.054843902587890625,0.812345027923584
89,1.0,True,True,True,True,256,256,0.05635476112365723,0.42128610610961914
90,1.0,True,True,True,True,256,256,0.05914020538330078,0.5051560401916504
91,1.0,True,True,True,True,256,256,0.06637787818908691,0.7507979869842529
92,1.0,True,True,True,True,256,256,0.054006099700927734,0.473067045211792
93,1.0,True,True,True,True,256,256,0.0522761344909668,1.0001490116119385
94,1.0,True,True,True,True,256,256,0.06338095664978027,0.38167285919189453
95,1.0,True,True,True,True,256,256,0.05516195297241211,0.39897894859313965
96,1.0,True,True,True,True,256,256,0.054609060287475586,0.5775649547576904
97,1.0,True,True,True,True,256,256,0.14432406425476074,0.9484989643096924
98,1.0,True,True,True,True,256,256,0.07245397567749023,3.2255091667175293
99,1.0,True,True,True,True,256,256,0.07503485679626465,0.76338791847229
